Genbank Accession,Organism,Phylm,Bacteria or Archaea,Genome Length (nt),Chromosomes/plasmids,GC Content,Coding Length (nt),Coding GC Content,Effective Number of Codons,Effective Number of Codons Corrected for CG Content,Total Genes,Coding Genes,rRNA 5S,rRNA 16S,rRNA 23S,tRNAs,Isolation Source,Host,Country
NC_023063,Ehrlichia muris AS145,Proteobacteria,Bacteria,1196717,1,0.296640726,888069,0.3124273,45.7234,49.0096,922,863,1,1,1,37,spleen of wild mouse,mouse,"Japan: Asuke Town, Aichi Prefecture"
NC_005295,Ehrlichia ruminantium str. Welgevonden,Proteobacteria,Bacteria,1516355,1,0.274787896,949306,0.306537618,42.7635,38.7537,962,916,1,1,1,36, , , 
NZ_CP007474,Ehrlichia sp. HF,Proteobacteria,Bacteria,1148904,1,0.296493876,870379,0.311991673,43.4296,40.0907,903,855,1,1,1,36, ,Ixodes ovatus,Japan
NZ_CP007547,Elizabethkingia anophelis NUHP1,Bacteroidetes,Bacteria,4369828,1,0.356224547,3876340,0.365529082,52.3236,51.7133,4016,3898,5,5,5,51, ,Homo sapiens,Singapore
NC_010644,Elusimicrobium minutum Pei191,Elusimicrobia,Bacteria,1643562,1,0.399521284,1486345,0.40661623,54.6503,49.7126,1582,1519,1,1,1,45, , , 
NC_018742,Emticicia oligotrophica DSM 17448,Bacteroidetes,Bacteria,5220361,6,0.355830564,4639954,0.365425174,53.6804,56.1132,4308,4236,2,2,2,41,warm spring water, ,India
NZ_CP009498,Endomicrobium proavitum,Elusimicrobia,Bacteria,1588979,1,0.39341615,1448012,0.396500167,50.5614,45.632,1387,1325,1,1,1,47, , , 
NZ_CP004403,endosymbiont of Acanthamoeba sp. UWC8,Proteobacteria,Bacteria,1615277,1,0.347566393,1437783,0.357578299,52.6515,51.7248,1565,1480,1,1,1,36, ,Acanthamoeba sp. ATCC PRA2, 
NZ_AP012978,endosymbiont of unidentified scaly snail isolate Monju,Proteobacteria,Bacteria,2597759,1,0.650571127,2304534,0.657395378,49.1659,26.8039,2537,2355,1,1,1,41, , , 
NZ_CP015880,Ensifer adhaerens,Proteobacteria,Bacteria,7267502,3,0.623191848,6282300,0.630562533,52.0517,34.3808,6839,6633,5,5,5,62,silty clay loam soil (pH 6.1), ,"USA: Hagerstown, Pennsylvania"
NC_015663,Enterobacter aerogenes KCTC 2190,Proteobacteria,Bacteria,5280350,1,0.548470944,4607841,0.561232473,44.0528,39.4379, , , ,,, , , , 
NC_014107,Enterobacter cloacae subsp. cloacae ATCC 13047,Proteobacteria,Bacteria,5598796,3,0.545839239,4919640,0.556906106,45.6292,36.8596, , , ,,, , , , 
NC_014618,Enterobacter lignolyticus SCF1,Proteobacteria,Bacteria,4814049,1,0.570180943,4304583,0.582928242,53.4679,50.8033,4607,4420,8,7,7,82,Short Cloud Forest soil, ,"USA: Luquillo LTER, Puerto Rico"
NC_009425,Enterobacter sp. 638,Proteobacteria,Bacteria,4676461,2,0.529004091,4138187,0.539679333,56.3864,53.8197,4570,4348,8,7,7,83, , , 
NC_020995,Enterococcus casseliflavus EC20,Firmicutes,Bacteria,3427276,1,0.428484312,2994416,0.437157362,56.0119,56.1814,3175,3088,5,5,5,60, , , 
NZ_CP012384,Enterococcus durans,Firmicutes,Bacteria,3071879,3,0.378255133,2537507,0.386923071,54.4524,57.8817,2929,2569,6,6,6,68,water, ,China: inner Mongolia
NC_004668,Enterococcus faecalis V583,Firmicutes,Bacteria,3359974,4,0.373811524,2890944,0.379457368,47.3634,39.2464, , , ,,, , , , 
NC_017960,Enterococcus faecium DO,Firmicutes,Bacteria,3052572,4,0.378698029,2632313,0.385069329,51.2733,52.9561, , , ,,, , , ,USA: University of Texas Medical School
NC_022878,Enterococcus mundtii QU 25,Firmicutes,Bacteria,3351060,6,0.383357505,2818406,0.392636121,54.7282,58.1638,3177,2985,6,6,6,64, , , 
NC_013957,Erwinia amylovora CFBP1430,Proteobacteria,Bacteria,3833832,2,0.53577126,3277374,0.546225423,54.2074,50.2197,3599,3387,8,7,7,77, , , 
NC_014304,Erwinia billingiae Eb661,Proteobacteria,Bacteria,5372268,3,0.550411297,4715776,0.561657085,54.5182,52.2558,4988,4810,7,7,7,77, , , 
NC_015601,Erysipelothrix rhusiopathiae str. Fujisawa,Firmicutes,Bacteria,1787941,1,0.365562398,1605023,0.367447694,52.3587,52.9798,1750,1660,7,7,7,55, , , 
NZ_CP011310,Erythrobacter atlanticus,Proteobacteria,Bacteria,3226359,2,0.58333837,2921692,0.586673749,53.8588,38.4192,3141,3050,1,1,1,45,deep sea sediment, ,Atlantic Ocean
NZ_CP018097,Erythrobacter gangjinensis,Proteobacteria,Bacteria,2724951,2,0.627129075,2490698,0.630607163,55.2591,48.696,2663,2594,1,1,1,43,"water, [ENVO:00002006]", ,South Korea:Gangjin Bay
NZ_CP017057,Erythrobacter litoralis,Proteobacteria,Bacteria,3251353,1,0.651884615,2900232,0.655766849,42.53,19.1654,3102,3006,1,1,1,45,cyanobacterial mat,marine water,Netherlands: Texel Island: Coast of North Sea
NC_007722,Erythrobacter litoralis HTCC2594,Proteobacteria,Bacteria,3052398,1,0.63068512,2783333,0.634441154,49.2544,30.3211,2956,2885,1,1,1,43, , , 
NC_011750,Escherichia coli IAI39,Proteobacteria,Bacteria,5132068,1,0.506305256,4436385,0.51624735,49.2967,45.7558, , , ,,, , , , 
NC_018658,Escherichia coli O104:H4 str. 2011C-3493,Proteobacteria,Bacteria,5437407,4,0.506489031,4702662,0.517273621,49.5316,45.5611, , , ,,, , ,Homo sapiens, 
NC_002127,Escherichia coli O157:H7 str. Sakai,Proteobacteria,Bacteria,5594477,3,0.50484165,4800156,0.515859901,49.6389,46.0444, , , ,,, , , , 
NC_017634,Escherichia coli O83:H1 str. NRG 857C,Proteobacteria,Bacteria,4894879,2,0.506875252,4320231,0.517236941,49.0651,45.7419, , , ,,, , , , 
NC_000913,Escherichia coli str. K-12 substr. MG1655,Proteobacteria,Bacteria,4641652,1,0.507907099,4089513,0.518273447,51.9082,49.137, , , ,,, , , , 
NC_014828,Ethanoligenens harbinense YUAN-3,Firmicutes,Bacteria,3008576,1,0.555585101,2575519,0.566976598,54.994,44.4251,2831,2708,3,3,3,60, , , 
NC_012778,Eubacterium eligens ATCC 27750,Firmicutes,Bacteria,2831389,3,0.375711003,2530920,0.379363236,50.7998,42.0606,2679,2586,5,5,5,47, , , 
NC_014624,Eubacterium limosum KIST612,Firmicutes,Bacteria,4316707,1,0.474975021,3815295,0.488278888,57.5003,53.7363,4089,3966,6,5,5,59, , , 
NC_012781,Eubacterium rectale ATCC 33656,Firmicutes,Bacteria,3449685,1,0.414811787,3021970,0.422755024,54.2902,56.0772,3292,3143,5,5,5,59, , , 
NZ_CP012068,Eubacterium sulci ATCC 35585,Firmicutes,Bacteria,1739380,1,0.399204314,1581187,0.405284764,52.3144,44.2671,1640,1578,2,2,2,40,curette,Homo sapiens,"USA: Blacksberg, VA"
NC_010556,Exiguobacterium sibiricum 255-15,Firmicutes,Bacteria,3040786,3,0.476974703,2681687,0.48524716,54.5268,53.6638,3107,2986,9,9,9,69, , , 
NZ_LN515532,Fermentimonas caenicola,Bacteroidetes,Bacteria,2808926,1,0.372951441,2543582,0.382183472,53.4689,51.6891,2411,2322,2,2,2,44,soil, , 
NC_014541,Ferrimonas balearica DSM 9799,Proteobacteria,Bacteria,4279159,1,0.60219473,3780798,0.612109666,47.0232,36.1416,3875,3714,8,7,7,121,surface sediment, ,Spain
NC_013849,Ferroglobus placidus DSM 10642,Euryarchaeota,Archaea,2196266,1,0.441354098,2019342,0.446775237,54.5144,52.2851,2568,2486,1,1,1,50,,,Italy
NC_021592,Ferroplasma acidarmanus fer1,Euryarchaeota,Archaea,1935211,1,0.36466036,1689671,0.37611331,53.3132,53.7053,1935,1871,1,1,1,45,,,"USA: Iron Mountain, CA"
NZ_CP014334,Fervidobacterium islandicum,Thermotogae,Bacteria,2237377,1,0.407471785,2032277,0.409597215,56.0705,58.8978,2091,1929,2,2,2,47,hot spring water sample, ,Indonesia: Tangkuban Perahu volcanic crater
NC_009718,Fervidobacterium nodosum Rt17-B1,Thermotogae,Bacteria,1948941,1,0.349893096,1779791,0.352299793,51.4979,57.1526,1854,1770,2,2,2,50, , , 
NC_017095,Fervidobacterium pennivorans DSM 9078,Thermotogae,Bacteria,2166381,1,0.388753409,1971711,0.390060714,54.2105,58.1667,2031,1943,3,1,2,48,mud of hot spring spa, ,Italy
NC_017448,Fibrobacter succinogenes subsp. succinogenes S85,Fibrobacteres,Bacteria,3843004,1,0.480491303,3498270,0.488785028,53.0747,41.7754,3159,3078,3,3,3,58, , , 
NC_016630,Filifactor alocis ATCC 35896,Firmicutes,Bacteria,1931012,1,0.354455073,1583308,0.364351093,50.6251,57.5359,1729,1644,4,4,4,47,biological product [ENVO:02000043],Homo sapiens, 
NZ_CP007139,Fimbriimonas ginsengisoli Gsoil 348,Armatimonadetes,Bacteria,5231762,1,0.608266775,4643009,0.612688453,54.1366,48.1818,4718,4588,1,2,1,49, , , 
NC_010376,Finegoldia magna ATCC 29328,Firmicutes,Bacteria,1986740,2,0.320665009,1797350,0.322956019,49.579,56.2451,1891,1819,4,4,4,47, , , 
NC_013062,Flavobacteriaceae bacterium 3519-10,Bacteroidetes,Bacteria,2768102,1,0.426927702,2496913,0.435257856,57.4113,52.862,2543,2464,2,2,2,42,"glacial ice, 3519 m depth", ,Antarctica: Vostok Station
NC_016001,Flavobacterium branchiophilum FL-15,Bacteroidetes,Bacteria,3563292,2,0.328582951,3062809,0.339102438,52.3443,55.1033,3120,3035,3,3,3,43, , , 
NC_016510,Flavobacterium columnare ATCC 49512,Bacteroidetes,Bacteria,3162432,1,0.314645184,2731703,0.321633062,50.4672,51.1336,2772,2632,5,5,5,74, , , 
NZ_CP017479,Flavobacterium gilvum,Bacteroidetes,Bacteria,4402594,1,0.351662225,3808339,0.362939329,54.3427,57.7923,3564,3463,5,5,5,55,stream water, ,South Korea
NC_017025,Flavobacterium indicum GPTSA100-9 = DSM 17447,Bacteroidetes,Bacteria,2993089,1,0.313835973,2719335,0.318287375,45.798,43.9934,2769,2671,4,4,4,61, , , 
NZ_CP016907,Flavobacterium johnsoniae,Bacteroidetes,Bacteria,5109718,1,0.343218549,4504385,0.351816952,52.5292,55.3897,4305,4180,5,5,5,66,root,pepper,South Korea: Gunsan
NC_009441,Flavobacterium johnsoniae UW101,Bacteroidetes,Bacteria,6096872,1,0.341128533,5357093,0.349493093,53.9553,56.6749,5219,5099,6,6,6,60, , , 
NC_009613,Flavobacterium psychrophilum JIP02,Bacteroidetes,Bacteria,2860382,1,0.325329973,2447952,0.33241624,44.7738,38.9925, , , ,,, , , , 
NZ_CP015406,Flavonifractor plautii,Firmicutes,Bacteria,3818500,1,0.609056072,3302728,0.623821883,55.6677,47.7547,3639,3511,2,2,2,55, ,Mus musculus,Switzerland: Bern
NC_015672,Flexistipes sinusarabici DSM 4947,Deferribacteres,Bacteria,2526590,1,0.382942622,2229486,0.387451637,54.4594,56.2706,2397,2311,2,2,2,44, , ,Saudi Arabia: Red Sea
NC_015321,Fluviicola taffensis DSM 16823,Bacteroidetes,Bacteria,4633577,1,0.364946779,4188365,0.369680293,52.1963,56.82,4093,4020,2,2,2,40,water, ,"United Kingdom: River Taff, Cardiff"
NC_010331,Francisella philomiragia subsp. philomiragia ATCC 25017,Proteobacteria,Bacteria,2049711,2,0.325653714,1879719,0.330639314,51.4069,53.8697,1983,1889,4,3,3,39, , , 
NZ_CP009574,Francisella sp. FSC1006,Proteobacteria,Bacteria,2015987,1,0.324157844,1847881,0.328690538,50.7929,54.1465,1961,1891,4,3,3,38,Lab culture Euplotes raikovi, ,Italy
NC_015696,Francisella sp. TX077308,Proteobacteria,Bacteria,2035931,1,0.328659468,1870496,0.333836052,49.2892,53.7004,1971,1884,4,3,3,39, , , 
NC_006570,Francisella tularensis subsp. tularensis SCHU S4,Proteobacteria,Bacteria,1892775,1,0.322593547,1475850,0.329925128,41.2732,32.5994, , , ,,, , , , 
NC_008278,Frankia alni ACN14a,Actinobacteria,Bacteria,7497934,1,0.728280884,6255354,0.731734127,41.9419,60.2613,5991,5773,2,2,2,44, , , 
NC_007777,Frankia casuarinae,Actinobacteria,Bacteria,5433628,1,0.700788129,4491936,0.70621487,43.9632,29.0946,4596,4327,2,2,2,45, , , 
NC_014666,Frankia inefficax,Actinobacteria,Bacteria,8815781,1,0.723140014,7501134,0.726618669,42.7565,60.1328,7208,6953,3,3,3,46,not provided; submitted under MIGS 2.1, , 
NC_015656,Frankia symbiont of Datisca glomerata,Actinobacteria,Bacteria,5340989,3,0.700039637,4239298,0.707583189,47.8456,35.2938,4473,4108,2,2,2,45, ,Datisca glomerata, 
NC_017033,Frateuria aurantia DSM 6220,Proteobacteria,Bacteria,3603458,1,0.633957993,3118938,0.638890545,48.5934,30.3285,3250,3112,4,4,4,74,"Lilium auratum flower, Japan",Lilium auratum,Japan
NZ_CP009056,Frischella perrara,Proteobacteria,Bacteria,2692351,1,0.341190655,2275091,0.353695303,55.5572,57.3543,2321,2226,5,4,4,53,gut,Apis mellifera,"USA: West Haven, CT"
NZ_CP007062,Fusobacterium nucleatum subsp. animalis 7 1,Fusobacteria,Bacteria,2514029,2,0.269567694,2243157,0.272083942,43.5548,50.0915,2434,2313,5,5,5,46,biological product [ENVO:02000043],Homo sapiens, 
NC_003454,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,Fusobacteria,Bacteria,2174500,1,0.271515876,1917624,0.2741648,32.7729,25.1293, , , ,,, , , , 
NC_015460,Gallibacterium anatis UMN179,Proteobacteria,Bacteria,2694139,2,0.398667546,2397928,0.405819367,54.3037,54.7863,2524,2397,7,6,6,56, ,Gallus gallus,USA: Iowa
NC_014394,Gallionella capsiferriformans ES-2,Proteobacteria,Bacteria,3162471,1,0.527548237,2866758,0.53514388,56.1014,48.4795,2928,2841,3,3,3,50, , ,USA
NC_014366,gamma proteobacterium HdN1,Proteobacteria,Bacteria,4587455,1,0.532585715,4094019,0.536981387,55.3369,45.8096,3847,3716,3,3,3,47, , , 
NC_013721,Gardnerella vaginalis 409-05,Actinobacteria,Bacteria,1617545,1,0.420163532,1400668,0.42742065,54.2053,52.4622,1315,1246,2,2,2,45,biological product [ENVO:02000043],Homo sapiens, 
NC_014644,Gardnerella vaginalis ATCC 14019,Actinobacteria,Bacteria,1667350,1,0.413631211,1459095,0.420715581,48.7837,48.7009, , , ,,, , , , 
NC_019703,Geitlerinema sp. PCC 7407,Cyanobacteria,Bacteria,4681111,1,0.584630871,3888662,0.600762936,54.2452,36.0646,3917,3798,3,3,3,46,, , 
NC_012489,Gemmatimonas aurantiaca T-27,Gemmatimonadetes,Bacteria,4636964,1,0.642743614,4232683,0.64495593,47.3688,20.4591,3992,3923,1,1,1,48, , , 
NZ_CP011454,Gemmatimonas phototrophica,Gemmatimonadetes,Bacteria,4716552,1,0.64368632,4298995,0.646252438,53.5787,34.8344,3977,3885,2,2,2,47,surface water of Swan Lake, ,China
NZ_CP010311,Geoalkalibacter subterraneus,Proteobacteria,Bacteria,3717645,2,0.566780583,3278688,0.576550742,56.5128,46.9597,3545,3438,3,3,3,52,oil production brine, ,"USA: Red Wash, Utah"
NZ_CP014342,Geobacillus subterraneus,Firmicutes,Bacteria,3474426,1,0.52197658,2944093,0.531091239,54.2908,47.0027,3384,3161,9,9,9,88,Liaohe oil field, ,China
NC_009328,Geobacillus thermodenitrificans NG80-2,Firmicutes,Bacteria,3608012,2,0.488616169,3038342,0.497320907,55.156,50.3658,3569,3365,10,10,10,88, , , 
NZ_CP014335,Geobacillus thermoleovorans,Firmicutes,Bacteria,3499317,2,0.522798878,2975565,0.531542749,54.5688,47.0494,3521,3298,10,10,10,91,soil near hot water effluent, ,USA: Pennsylvania
NC_011146,Geobacter bemidjiensis Bem,Proteobacteria,Bacteria,4615150,1,0.602667086,4020135,0.615585546,53.2993,38.6146,4049,3921,4,4,4,58, , , 
NC_011979,Geobacter daltonii FRC-32,Proteobacteria,Bacteria,4304501,1,0.53471982,3863076,0.542940393,56.7364,48.5085,3822,3717,2,2,2,49, , , 
NC_010814,Geobacter lovleyi SZ,Proteobacteria,Bacteria,3994874,2,0.547356187,3637110,0.55405803,55.2248,45.0917,3684,3589,2,2,2,45, , , 
NC_007517,Geobacter metallireducens GS-15,Proteobacteria,Bacteria,4011182,2,0.594853836,3628415,0.604384008,54.4335,41.5363,3607,3508,2,2,2,49, , , 
NZ_CP009788,Geobacter pickeringii,Proteobacteria,Bacteria,3618700,1,0.622727499,3210457,0.633418233,50.3001,32.6856,3292,3163,3,3,3,51,kaolin clays, ,"USA: Tabernacle Church, Georgia"
NC_002939,Geobacter sulfurreducens PCA,Proteobacteria,Bacteria,3814128,1,0.609374934,3465906,0.615839264,42.3859,16.8807, , , ,,, , , , 
NC_009483,Geobacter uraniireducens Rf4,Proteobacteria,Bacteria,5136364,1,0.542382316,4461729,0.553969997,58.1209,53.6163,4490,4370,2,2,2,49, , , 
NZ_CP009552,Geoglobus acetivorans,Euryarchaeota,Archaea,1860815,1,0.468406585,1706416,0.474793368,56.136,50.5355,2212,2141,1,1,1,48,,,
NZ_CP011267,Geoglobus ahangari,Euryarchaeota,Archaea,1770093,1,0.531085655,1652559,0.539207375,56.1933,43.1095,2050,1978,1,1,1,46,marine hydrothermal vent,,USA: Guaymas basin
NZ_CP007445,Gilliamella apicola,Proteobacteria,Bacteria,3139412,1,0.336172825,2622179,0.349491396,52.1917,52.5495,2803,2689,4,4,4,52, , , 
NC_016041,Glaciecola nitratireducens FR1064,Proteobacteria,Bacteria,4134229,1,0.422986245,3640777,0.430483383,57.4552,52.9582,3516,3419,4,4,4,54, , , 
NC_022600,Gloeobacter kilaueensis JS1,Cyanobacteria,Bacteria,4724791,1,0.605368153,4204561,0.615457595,56.8055,51.0962,4471,4343,1,1,1,49,cave entrance, ,USA: Hawaii
NC_005125,Gloeobacter violaceus PCC 7421,Cyanobacteria,Bacteria,4659019,1,0.619978583,4166337,0.628634218,42.1897,19.5537, , , ,,, , , , 
NC_011365,Gluconacetobacter diazotrophicus PA1 5,Proteobacteria,Bacteria,3914947,2,0.663230179,3434854,0.675143689,46.8514,33.6586,3596,3476,4,4,4,55, , , 
NC_006677,Gluconobacter oxydans 621H,Proteobacteria,Bacteria,2922384,6,0.608168879,2609677,0.61659623,53.443,38.5973,2781,2606,4,4,4,55, , , 
NC_019396,Gluconobacter oxydans H24,Proteobacteria,Bacteria,3816232,2,0.562413658,3404794,0.569721692,55.4504,41.4826,3536,3401,5,5,5,58, , , 
NC_014548,Glutamicibacter arilaitensis Re117,Actinobacteria,Bacteria,3918192,3,0.592717508,3382418,0.602510985,54.9813,41.8044,3653,3476,7,6,6,64, , , 
NC_013441,Gordonia bronchialis DSM 43247,Actinobacteria,Bacteria,5290012,2,0.670425511,4757472,0.674096453,46.9314,30.2432,4902,4574,2,2,2,47, , , 
NC_016906,Gordonia polyisoprenivorans VH2,Actinobacteria,Bacteria,5844299,2,0.669804539,5261030,0.673373845,48.2148,31.8462,5200,5049,3,3,3,49, , , 
NZ_CP016594,Gordonia terrae,Actinobacteria,Bacteria,5701501,1,0.678105117,5172271,0.681666139,49.8234,36.87,5056,4939,3,3,3,46, , ,Japan
NC_008571,Gramella forsetii KT0803,Bacteroidetes,Bacteria,3798465,1,0.366107625,3393674,0.373167841,53.1639,49.0754,3429,3348,3,3,3,44, , , 
NC_008343,Granulibacter bethesdensis CGDNIH1,Proteobacteria,Bacteria,2708355,1,0.590721305,2419210,0.598201892,48.2599,29.8469,2458,2355,3,3,3,52, , , 
NC_016631,Granulicella mallensis MP5ACTX8,Acidobacteria,Bacteria,6237577,1,0.579098743,5398542,0.588163804,54.4003,41.7569,4844,4735,1,1,1,47,not provided; submitted under MIGS 2.1, , 
NC_015057,Granulicella tundricola MP5ACTX9,Acidobacteria,Bacteria,5503984,6,0.599765188,4802630,0.608525537,56.4379,46.6924,4687,4542,1,1,1,46, , , 
NZ_CP014056,Grimontia hollisae,Proteobacteria,Bacteria,3998273,2,0.495081001,3465606,0.503999878,58.1491,54.8722,3650,3368,10,9,9,105, ,Human (Homo sapiens),USA:MD
NZ_CP007142,Gynuella sunshinyii YC6258,Proteobacteria,Bacteria,6475959,1,0.486327816,5617140,0.495555923,57.5487,54.2155,5360,5231,4,4,4,44, , , 
NC_002940,Haemophilus ducreyi 35000HP,Proteobacteria,Bacteria,1698955,1,0.382204944,1492272,0.388299184,53.8158,50.3362,1668,1509,7,6,6,48, , , 
NC_000907,Haemophilus influenzae Rd KW20,Proteobacteria,Bacteria,1830138,1,0.381502855,1531752,0.388519109,44.4202,34.8847, , , ,,, , , , 
NC_011852,Haemophilus parasuis SH0165,Proteobacteria,Bacteria,2269156,1,0.399931076,1963419,0.408362657,56.3432,56.0183,2228,2046,8,6,6,56, ,swine,China
NC_010519,Haemophilus somnus 2336,Proteobacteria,Bacteria,2263857,1,0.373780676,2006849,0.379388285,53.2787,52.6584,2082,1968,6,5,5,48, , , 
NC_007645,Hahella chejuensis KCTC 2396,Proteobacteria,Bacteria,7215267,1,0.538697459,6283351,0.54810021,58.0107,55.6175,6376,6222,5,5,5,67, , , 
NC_014297,Halalkalicoccus jeotgali B3,Euryarchaeota,Archaea,3698650,7,0.625208151,3068454,0.64291059,40.0216,19.0981,3717,3636,1,1,1,48,,,
NZ_CP011564,Halanaeroarchaeum sulfurireducens,Euryarchaeota,Archaea,2253500,2,0.627608165,1912236,0.638985983,40.7547,20.5772,2261,2174,1,1,1,45,brine,,Mediterranean Sea: Medline of Ionian Sea
NC_014654,Halanaerobium hydrogeniformans,Firmicutes,Bacteria,2613117,1,0.331613548,2326339,0.337168401,48.0572,49.4263,2447,2322,4,4,4,57,not provided; submitted under MIGS 2.1, , 
NC_017455,Halanaerobium praevalens DSM 2228,Firmicutes,Bacteria,2309262,1,0.302936176,2057183,0.30629069,39.768,33.1559,2167,2081,4,4,4,55,Great Salt Lake sediment, ,USA
NC_015510,Haliscomenobacter hydrossis DSM 1100,Bacteroidetes,Bacteria,8771651,4,0.47103071,7785463,0.479885782,57.5022,50.7599,6903,6750,2,2,2,53,activated sludge, ,Netherlands: Oss
NC_015948,Haloarcula hispanica ATCC 33960,Euryarchaeota,Archaea,3890005,3,0.624546498,3312630,0.638049827,40.776,20.9291,3811,3717,4,3,3,46,,,
NC_017668,Halobacillus halophilus DSM 2266,Firmicutes,Bacteria,4170008,3,0.418234449,3412581,0.424219381,57.831,58.8218,4064,3942,7,7,7,67, , , 
NC_016620,Halobacteriovorax marinus SJ,Proteobacteria,Bacteria,3437906,2,0.367469617,3198865,0.370294151,49.5715,40.6811,3313,3249,2,2,2,36, , ,USA
NZ_LN831302,Halobacterium hubeiense,Euryarchaeota,Archaea,3130345,4,0.665742274,2638530,0.680257947,33.8765,24.4068,3189,3102,1,1,1,45,,,
NC_010364,Halobacterium salinarum R1,Euryarchaeota,Archaea,2668776,5,0.657105729,2278326,0.670470337,37.5571,22.8806,2687,2592,1,1,1,45,,,
NZ_CP007060,Halobacterium sp. DL1,Euryarchaeota,Archaea,3162560,2,0.664321626,2737196,0.674554179,41.0855,26.3557,3237,3127,1,1,1,46,not provided; submitted under MIGS 2.1,,
NC_019978,Halobacteroides halobius DSM 5150,Firmicutes,Bacteria,2649255,1,0.324558414,2331666,0.327018964,41.282,35.267,2585,2459,5,5,5,77,Dead Sea sediment, ,Israel
NZ_CP014327,Halocynthiibacter arcticus,Proteobacteria,Bacteria,4376120,2,0.531630074,3852855,0.538202969,56.6393,46.7663,4297,3950,3,3,3,45,marine sediment, ,Norway: Svalbard
NC_017941,Haloferax mediterranei ATCC 33500,Euryarchaeota,Archaea,3904707,4,0.602709243,3279102,0.616926219,41.7714,29.9993,3800,3718,2,2,2,55,,,
NC_013967,Haloferax volcanii DS2,Euryarchaeota,Archaea,4012900,5,0.654799023,3387244,0.667826115,43.8367,27.714,3925,3805,2,2,2,51,,,
NC_014729,Halogeometricum borinquense DSM 11551,Euryarchaeota,Archaea,3944467,6,0.59940646,3348792,0.611538131,43.7465,35.1524,3838,3745,2,2,2,53,,,
NC_013202,Halomicrobium mukohataei DSM 12286,Euryarchaeota,Archaea,3332349,2,0.655307112,2801862,0.669996952,35.9324,20.188,3293,3207,3,3,3,46,,,
NZ_CP007757,Halomonas campaniensis,Proteobacteria,Bacteria,4074048,1,0.526486679,3623056,0.533502932,57.3755,55.0258,3671,3557,6,6,6,60, , ,China: Xinjiang
NZ_CP013106,Halomonas huangheensis,Proteobacteria,Bacteria,4757486,1,0.585292316,4155498,0.592611523,46.7174,24.7082,4148,3993,4,4,4,63,Soil, ,"China: Dongying City, Shandong Province"
NC_015666,Halopiger xanaduensis SH-6,Euryarchaeota,Archaea,4355268,4,0.651836121,3572970,0.665461507,35.1389,21.7016,4174,4018,4,3,3,49,sediment of Lake Shangmatala,,China
NC_017459,Haloquadratum walsbyi C23,Euryarchaeota,Archaea,3260476,4,0.476759222,2513749,0.488164093,58.2342,52.746,2928,2789,2,2,2,44,,,
NC_021921,Halorhabdus tiamatea SARL4B,Euryarchaeota,Archaea,3146160,2,0.627428039,2685716,0.639417571,45.4741,33.1296,3072,2983,1,1,1,46,,,
NC_013158,Halorhabdus utahensis DSM 12940,Euryarchaeota,Archaea,3116795,1,0.628999662,2665284,0.640130658,40.6327,19.6872,2969,2893,1,1,1,44,,,
