"tax_id","org_name","rRNA16S_genes","tRNA_genes","reference","ref_type"
448385,"Sorangium cellulosum So ce56",4,NA,NA,NA
94624,"Bordetella petrii",3,NA,NA,NA
471473,"Chlamydia trachomatis L2b/UCH-1/proctitis",2,NA,NA,NA
471472,"Chlamydia trachomatis 434/Bu",2,NA,NA,NA
478009,"Halobacterium salinarum R1",1,NA,NA,NA
561007,"Mycobacteroides abscessus ATCC 19977",1,NA,NA,NA
31964,"Clavibacter michiganensis subsp. sepedonicus",2,NA,NA,NA
509173,"Acinetobacter baumannii AYE",6,NA,NA,NA
504474,"Corynebacterium urealyticum DSM 7109",3,NA,NA,NA
529507,"Proteus mirabilis HI4320",7,NA,NA,NA
360910,"Bordetella avium 197N",3,NA,NA,NA
340,"Xanthomonas campestris pv. campestris",2,NA,NA,NA
522373,"Stenotrophomonas maltophilia K279a",4,NA,NA,NA
661410,"Methylorubrum extorquens DM4",5,NA,NA,NA
662598,"Neisseria meningitidis alpha14",4,NA,NA,NA
645462,"Clostridioides difficile CD196",10,NA,NA,NA
347256,"Mycoplasma hominis ATCC 23114",2,NA,NA,NA
380358,"Xanthomonas albilineans GPE PC73",2,NA,NA,NA
2110,"Mycoplasmopsis agalactiae",2,NA,NA,NA
761659,"Salinibacter ruber M8",1,NA,NA,NA
372461,"Buchnera aphidicola BCc",1,NA,NA,NA
573235,"Escherichia coli O26:H11 str. 11368",7,NA,NA,NA
452662,"Sphingobium japonicum UT26S",3,NA,NA,NA
680198,"Streptomyces scabiei 87.22",6,NA,NA,NA
637905,"Shewanella violacea DSS12",14,NA,NA,NA
592205,"Helicobacter pylori B38",2,NA,NA,NA
633699,"Lactobacillus johnsonii FI9785",4,NA,NA,NA
693153,"Vibrio atlanticus",8,NA,NA,NA
300852,"Thermus thermophilus HB8",2,NA,NA,NA
665029,"Erwinia amylovora CFBP1430",7,NA,NA,NA
511691,"Streptococcus mutans NN2025",5,NA,NA,NA
243232,"Methanocaldococcus jannaschii DSM 2661",2,NA,NA,NA
754252,"Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1",2,NA,NA,NA
661367,"Legionella longbeachae NSW150",4,NA,NA,NA
218494,"Streptococcus suis P1/7",4,NA,NA,NA
679897,"Helicobacter mustelae 12198",2,NA,NA,NA
176299,"Agrobacterium fabrum str. C58",4,NA,NA,NA
347834,"Rhizobium etli CFN 42",3,NA,NA,NA
521674,"Planctopirus limnophila DSM 3776",2,NA,NA,NA
526227,"Meiothermus silvanus DSM 9946",2,NA,NA,NA
714359,"Bacillus thuringiensis BMB171",14,NA,NA,NA
633148,"Thermosphaera aggregans DSM 11486",1,NA,NA,NA
589865,"Desulfurivibrio alkaliphilus AHT 2",2,NA,NA,NA
521096,"Tsukamurella paurometabola DSM 20162",2,NA,NA,NA
572480,"Arcobacter nitrofigilis DSM 7299",4,NA,NA,NA
1236608,"Moraxella catarrhalis BBH18",4,NA,NA,NA
509190,"Caulobacter segnis ATCC 21756",2,NA,NA,NA
573063,"Methanocaldococcus infernus ME",2,NA,NA,NA
759350,"Bifidobacterium longum subsp. longum JDM301",3,NA,NA,NA
644284,"Arcanobacterium haemolyticum DSM 20595",4,NA,NA,NA
749414,"Streptomyces bingchenggensis BCW-1",6,NA,NA,NA
643648,"Syntrophothermus lipocalidus DSM 12680",2,NA,NA,NA
649638,"Truepera radiovictrix DSM 17093",2,NA,NA,NA
691437,"Geobacillus sp. C56-T3",8,NA,NA,NA
591019,"Staphylothermus hellenicus DSM 12710",1,NA,NA,NA
759363,"Chlamydia trachomatis D-EC",2,NA,NA,NA
762051,"Leuconostoc kimchii IMSNU 11154",4,NA,NA,NA
300269,"Shigella sonnei Ss046",7,NA,NA,NA
400673,"Legionella pneumophila str. Corby",3,NA,NA,NA
189518,"Leptospira interrogans serovar Lai str. 56601",2,NA,NA,NA
710127,"Mycoplasma gallisepticum str. R(low)",2,NA,NA,NA
423212,"Legionella pneumophila 2300/99 Alcoy",3,NA,NA,NA
469371,"Thermobispora bispora DSM 43833",4,NA,NA,NA
707184,"Chlamydia trachomatis E/150",2,NA,NA,NA
707185,"Chlamydia trachomatis G/9768",2,NA,NA,NA
707186,"Chlamydia trachomatis G/11222",2,NA,NA,NA
707187,"Chlamydia trachomatis G/11074",2,NA,NA,NA
707183,"Chlamydia trachomatis E/11023",2,NA,NA,NA
573236,"Bifidobacterium animalis subsp. lactis V9",4,NA,NA,NA
716544,"Waddlia chondrophila WSU 86-1044",2,NA,NA,NA
718219,"Chlamydia trachomatis G/9301",2,NA,NA,NA
640132,"Segniliparus rotundus DSM 44985",1,NA,NA,NA
526224,"Brachyspira murdochii DSM 12563",1,NA,NA,NA
446466,"Cellulomonas flavigena DSM 20109",2,NA,NA,NA
2654982,"Paraburkholderia atlantica",7,NA,NA,NA
562970,"Kyrpidia tusciae DSM 2912",5,NA,NA,NA
639283,"Starkeya novella DSM 506",1,NA,NA,NA
635013,"Thermincola potens JR",3,NA,NA,NA
583358,"Thermoanaerobacter mathranii subsp. mathranii str. A3",4,NA,NA,NA
446468,"Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111",5,NA,NA,NA
759364,"Chlamydia trachomatis D-LC",2,NA,NA,NA
666681,"Methylotenera versatilis 301",3,NA,NA,NA
515618,"Candidatus Riesia pediculicola USDA",2,NA,NA,NA
439292,"[Bacillus] selenitireducens MLS10",7,NA,NA,NA
653938,"Listeria monocytogenes 08-5578",5,NA,NA,NA
363952,"Comamonas thiooxydans",3,NA,NA,NA
600809,"Blattabacterium sp. (Periplaneta americana) str. BPLAN",1,NA,NA,NA
637913,"Helicobacter pylori v225d",2,NA,NA,NA
105559,"Nitrosococcus watsonii C-113",2,NA,NA,NA
582899,"Hyphomicrobium denitrificans ATCC 51888",1,NA,NA,NA
746361,"Lactococcus lactis subsp. cremoris NZ9000",6,NA,NA,NA
757424,"Herbaspirillum seropedicae SmR1",3,NA,NA,NA
712961,"Ligilactobacillus salivarius CECT 5713",7,NA,NA,NA
637380,"Bacillus cereus biovar anthracis str. CI",11,NA,NA,NA
748727,"Clostridium ljungdahlii DSM 13528",9,NA,NA,NA
765874,"Corynebacterium pseudotuberculosis FRC41",4,NA,NA,NA
759914,"Brachyspira pilosicoli 95/1000",1,NA,NA,NA
633147,"Olsenella uli DSM 7084",1,NA,NA,NA
865867,"Mycoplasma mycoides subsp. mycoides SC str. Gladysdale",2,NA,NA,NA
337191,"Gordonia sp. KTR9",3,NA,NA,NA
644282,"Desulfarculus baarsii DSM 2075",1,NA,NA,NA
573413,"Sediminispirochaeta smaragdinae DSM 11293",2,NA,NA,NA
553174,"Prevotella melaninogenica ATCC 25845",4,NA,NA,NA
633149,"Brevundimonas subvibrioides ATCC 15264",2,NA,NA,NA
610130,"[Clostridium] saccharolyticum WM1",6,NA,NA,NA
555079,"Thermosediminibacter oceani DSM 16646",3,NA,NA,NA
681645,"Corynebacterium pseudotuberculosis C231",4,NA,NA,NA
574087,"Acetohalobium arabaticum DSM 5501",5,NA,NA,NA
666510,"Acidilobus saccharovorans 345-15",1,NA,NA,NA
679896,"Corynebacterium pseudotuberculosis 1002",4,NA,NA,NA
869816,"Staphylococcus aureus subsp. aureus JKD6159",5,NA,NA,NA
515622,"Butyrivibrio proteoclasticus B316",6,NA,NA,NA
608506,"Caldicellulosiruptor obsidiansis OB47",3,NA,NA,NA
644283,"Micromonospora aurantiaca ATCC 27029",3,NA,NA,NA
395494,"Gallionella capsiferriformans ES-2",3,NA,NA,NA
573061,"Clostridium cellulovorans 743B",9,NA,NA,NA
79929,"Methanothermobacter marburgensis str. Marburg",2,NA,NA,NA
546342,"Staphylococcus aureus subsp. aureus str. JKD6008",5,NA,NA,NA
580327,"Thermoanaerobacterium thermosaccharolyticum DSM 571",5,NA,NA,NA
872331,"Mesomycoplasma hyorhinis HUB-1",1,NA,NA,NA
629264,"Pseudomonas syringae Cit 7",5,NA,NA,NA
629265,"Pseudomonas syringae pv. maculicola str. ES4326",5,NA,NA,NA
573066,"Pseudomonas amygdali pv. tabaci str. ATCC 11528",5,NA,NA,NA
629260,"Pseudomonas amygdali pv. lachrymans str. M301315",5,NA,NA,NA
1408204,"Candidatus Endomicrobium trichonymphae",1,NA,NA,NA
459349,"Candidatus Cloacimonas acidaminovorans str. Evry",2,NA,NA,NA
211586,"Shewanella oneidensis MR-1",9,NA,NA,NA
515620,"[Eubacterium] eligens ATCC 27750",5,NA,NA,NA
668336,"Aggregatibacter actinomycetemcomitans D11S-1",6,NA,NA,NA
718251,"Edwardsiella tarda FL6-60",8,NA,NA,NA
655816,"Bacillus subtilis subsp. spizizenii str. W23",8,NA,NA,NA
349520,"Paenibacillus polymyxa E681",12,NA,NA,NA
574093,"Streptococcus pneumoniae AP200",4,NA,NA,NA
198628,"Dickeya dadantii 3937",7,NA,NA,NA
665571,"Spirochaeta thermophila DSM 6192",2,NA,NA,NA
189423,"Streptococcus pneumoniae 670-6B",4,NA,NA,NA
497965,"Gloeothece verrucosa PCC 7822",3,NA,NA,NA
563040,"Sulfurimonas autotrophica DSM 16294",4,NA,NA,NA
697303,"Thermoanaerobacter wiegelii Rt8.B1",4,NA,NA,NA
660470,"Mesotoga prima MesG1.Ag.4.2",2,NA,NA,NA
693974,"Shewanella baltica BA175",10,NA,NA,NA
698936,"Sinorhizobium meliloti BL225C",3,NA,NA,NA
693982,"Sinorhizobium meliloti AK83",3,NA,NA,NA
653045,"Streptomyces violaceusniger Tu 4113",6,NA,NA,NA
690566,"Sphingobium chlorophenolicum L-1",3,NA,NA,NA
679926,"Methanolacinia petrolearia DSM 11571",2,NA,NA,NA
655817,"Escherichia coli ABU 83972",7,NA,NA,NA
572478,"Vulcanisaeta distributa DSM 14429",1,NA,NA,NA
246201,"Streptococcus mitis NCTC 12261",4,NA,NA,NA
869729,"Escherichia coli UM146",7,NA,NA,NA
637387,"Mycoplasmopsis fermentans JER",2,NA,NA,NA
550540,"Ferrimonas balearica DSM 9799",7,NA,NA,NA
645464,"Campylobacter jejuni subsp. jejuni M1",3,NA,NA,NA
889932,"Lactiplantibacillus plantarum ST-III",5,NA,NA,NA
765962,"Helicobacter pylori SJM180",2,NA,NA,NA
765963,"Helicobacter pylori PeCan4",2,NA,NA,NA
765964,"Helicobacter pylori Cuz20",2,NA,NA,NA
794851,"Helicobacter pylori Sat464",2,NA,NA,NA
712898,"Pantoea vagans C9-1",7,NA,NA,NA
391623,"Thermococcus barophilus MP",1,NA,NA,NA
246969,"Thermococcus sp. AM4",1,NA,NA,NA
889513,"Corynebacterium pseudotuberculosis I19",4,NA,NA,NA
630588,"Neisseria meningitidis alpha710",4,NA,NA,NA
53442,"Eubacterium callanderi",5,NA,NA,NA
333146,"Ferroplasma acidarmanus fer1",1,NA,NA,NA
314260,"Parvularcula bermudensis HTCC2503",1,NA,NA,NA
313590,"Dokdonia sp. MED134",3,NA,NA,NA
313598,"Polaribacter sp. MED152",2,NA,NA,NA
313603,"Maribacter sp. HTCC2170",2,NA,NA,NA
314282,"Psychromonas sp. CNPT3",10,NA,NA,NA
313595,"Psychroflexus torquis ATCC 700755",3,NA,NA,NA
395095,"Mycobacterium tuberculosis str. Haarlem",1,NA,NA,NA
478433,"Mycobacterium tuberculosis KZN 4207",1,NA,NA,NA
478435,"Mycobacterium tuberculosis KZN 605",1,NA,NA,NA
383629,"Phaeobacter inhibens 2.10",4,NA,NA,NA
391619,"Phaeobacter inhibens DSM 17395",4,NA,NA,NA
391595,"Roseobacter litoralis Och 149",1,NA,NA,NA
537973,"Lacticaseibacillus paracasei subsp. paracasei 8700:2",5,NA,NA,NA
391626,"Octadecabacter antarcticus 307",2,NA,NA,NA
391616,"Octadecabacter arcticus 238",2,NA,NA,NA
528354,"Neisseria gonorrhoeae MS11",4,NA,NA,NA
563797,"Pseudomonas coronafaciens pv. oryzae str. 1_6",5,NA,NA,NA
565655,"Enterococcus casseliflavus EC20",5,NA,NA,NA
557599,"Mycobacterium kansasii ATCC 12478",1,NA,NA,NA
457405,"Fusobacterium nucleatum subsp. animalis 7_1",5,NA,NA,NA
525284,"Gardnerella vaginalis ATCC 14019",2,NA,NA,NA
491077,"Limosilactobacillus reuteri SD2112",6,NA,NA,NA
548473,"Staphylococcus aureus subsp. aureus TCH60",6,NA,NA,NA
585143,"Staphylococcus aureus subsp. aureus 55/2053",4,NA,NA,NA
166314,"Synechococcus sp. WH 8109",2,NA,NA,NA
469604,"Fusobacterium nucleatum subsp. vincentii 3_1_36A2",5,NA,NA,NA
575614,"Prevotella sp. oral taxon 299 str. F0039",4,NA,NA,NA
694569,"Aggregatibacter actinomycetemcomitans D7S-1",6,NA,NA,NA
546269,"Filifactor alocis ATCC 35896",4,NA,NA,NA
469602,"Fusobacterium nucleatum subsp. vincentii 3_1_27",5,NA,NA,NA
693985,"Pseudomonas savastanoi pv. savastanoi NCPPB 3335",5,NA,NA,NA
760570,"Streptococcus parasanguinis ATCC 15912",4,NA,NA,NA
762948,"Rothia dentocariosa ATCC 17931",3,NA,NA,NA
701347,"[Enterobacter] lignolyticus SCF1",7,NA,NA,NA
880591,"Ketogulonicigenium vulgare Y25",5,NA,NA,NA
883062,"Bifidobacterium bifidum S17",3,NA,NA,NA
886882,"Paenibacillus polymyxa SC2",13,NA,NA,NA
572479,"Halanaerobium praevalens DSM 2228",4,NA,NA,NA
378806,"Stigmatella aurantiaca DW4/3-1",2,NA,NA,NA
572544,"Ilyobacter polytropus DSM 2926",8,NA,NA,NA
262728,"Haemophilus influenzae R2866",6,NA,NA,NA
262727,"Haemophilus influenzae R2846",6,NA,NA,NA
756272,"Rubinisphaera brasiliensis DSM 5305",2,NA,NA,NA
880633,"Lactobacillus helveticus R0052",4,NA,NA,NA
215689,"Erwinia sp. Ejp617",7,NA,NA,NA
762376,"Achromobacter xylosoxidans A8",3,NA,NA,NA
702459,"Bifidobacterium bifidum PRL2010",3,NA,NA,NA
720555,"Bacillus atrophaeus 1942",7,NA,NA,NA
648757,"Rhodomicrobium vannielii ATCC 17100",2,NA,NA,NA
523846,"Methanothermus fervidus DSM 2088",2,NA,NA,NA
573059,"Desulfovibrio vulgaris RCH1",5,NA,NA,NA
298654,"Frankia inefficax",3,NA,NA,NA
225937,"Marinobacter adhaerens HP15",3,NA,NA,NA
890402,"Bifidobacterium longum subsp. longum BBMN68",3,NA,NA,NA
632518,"Caldicellulosiruptor owensensis OL",3,NA,NA,NA
632292,"Caldicellulosiruptor hydrothermalis 108",3,NA,NA,NA
649349,"Leadbetterella byssophila DSM 17132",3,NA,NA,NA
656519,"Halanaerobium hydrogeniformans",4,NA,NA,NA
914149,"Vibrio cholerae O1 str. 2010EL-1786",7,NA,NA,NA
521007,"Borreliella burgdorferi N40",1,NA,NA,NA
521008,"Borreliella burgdorferi JD1",1,NA,NA,NA
632335,"Caldicellulosiruptor kristjanssonii I77R1B",3,NA,NA,NA
632348,"Caldicellulosiruptor kronotskyensis 2002",3,NA,NA,NA
1314,"Streptococcus pyogenes",6,NA,NA,NA
340186,"Escherichia coli E110019",7,NA,NA,NA
383407,"Xanthomonas oryzae pv. oryzicola BLS256",2,NA,NA,NA
672190,"Streptococcus suis 05HAS68",4,NA,NA,NA
393126,"Listeria monocytogenes FSL R2-561",6,NA,NA,NA
393127,"Listeria monocytogenes Finland 1998",6,NA,NA,NA
393130,"Listeria monocytogenes J0161",5,NA,NA,NA
393133,"Listeria monocytogenes 10403S",6,NA,NA,NA
351581,"Francisella tularensis subsp. holarctica FSC200",3,NA,NA,NA
360116,"Coxiella burnetii 'MSU Goat Q177'",1,NA,NA,NA
345219,"Weizmannia coagulans 36D1",10,NA,NA,NA
478547,"Campylobacter jejuni subsp. jejuni CG8421",3,NA,NA,NA
474186,"Enterococcus faecalis OG1RF",4,NA,NA,NA
529120,"Alteromonas macleodii ATCC 27126",5,NA,NA,NA
2020311,"Rhizobium sp. Kim5",3,NA,NA,NA
526949,"Rhizobium phaseoli Brasil 5",3,NA,NA,NA
2020312,"Rhizobium sp. CIAT894",3,NA,NA,NA
469382,"Halogeometricum borinquense DSM 11551",2,NA,NA,NA
333849,"Enterococcus faecium DO",6,NA,NA,NA
550542,"Geobacillus sp. Y412MC52",8,NA,NA,NA
573065,"Asticcacaulis excentricus CB 48",3,NA,NA,NA
555217,"Zymomonas mobilis subsp. mobilis ATCC 10988",2,NA,NA,NA
509193,"Thermoanaerobacter brockii subsp. finnii Ako-1",4,NA,NA,NA
637389,"Acidithiobacillus caldus ATCC 51756",2,NA,NA,NA
592316,"Pantoea sp. At-9b",7,NA,NA,NA
536019,"Mesorhizobium opportunistum WSM2075",2,NA,NA,NA
682634,"Serratia plymuthica 4Rx13",7,NA,NA,NA
643561,"Acidovorax avenae subsp. avenae ATCC 19860",3,NA,NA,NA
643562,"Pseudodesulfovibrio aespoeensis Aspo-2",2,NA,NA,NA
862751,"Streptomyces sp. SirexAA-E",6,NA,NA,NA
649639,"Evansella cellulosilytica DSM 2522",10,NA,NA,NA
662755,"Corynebacterium resistens DSM 45100",3,NA,NA,NA
2716812,"Candidatus Frankia datiscae",2,NA,NA,NA
653733,"Desulfurispirillum indicum S5",3,NA,NA,NA
648999,"Micromonospora sp. L5",3,NA,NA,NA
663278,"Ethanoligenens harbinense YUAN-3",3,NA,NA,NA
634956,"Parageobacillus thermoglucosidasius C56-YS93",10,NA,NA,NA
228399,"Actinobacillus pleuropneumoniae serovar 1 str. 4074",6,NA,NA,NA
642492,"Cellulosilyticum lentocellum DSM 5427",11,NA,NA,NA
693973,"Shewanella baltica OS678",10,NA,NA,NA
585535,"Helicobacter pylori 35A",2,NA,NA,NA
682795,"Granulicella mallensis MP5ACTX8",1,NA,NA,NA
1198114,"Granulicella tundricola MP5ACTX9",1,NA,NA,NA
596153,"Alicycliphilus denitrificans BC",3,NA,NA,NA
768700,"Mycoplasma suis str. Illinois",1,NA,NA,NA
232348,"Synechococcus sp. CB0101",3,NA,NA,NA
858619,"Corynebacterium variabile DSM 44702",6,NA,NA,NA
647113,"Methanothermococcus okinawensis IH1",2,NA,NA,NA
697329,"Ruminococcus albus 7 = DSM 20455",4,NA,NA,NA
401053,"Terriglobus saanensis SP1PR4",1,NA,NA,NA
869309,"Streptococcus pneumoniae SPNA45",4,NA,NA,NA
634177,"Komagataeibacter medellinensis NBRC 3288",5,NA,NA,NA
767455,"Lactobacillus delbrueckii subsp. bulgaricus ND02",9,NA,NA,NA
767463,"Streptococcus thermophilus ND03",5,NA,NA,NA
887061,"Methylovorus sp. MP688",2,NA,NA,NA
694427,"Paludibacter propionicigenes WB4",3,NA,NA,NA
693978,"Riemerella anatipestifer ATCC 11845 = DSM 15868",3,NA,NA,NA
907287,"Mycoplasma hyopneumoniae 168",1,NA,NA,NA
713601,"Buchnera aphidicola str. JF99 (Acyrthosiphon pisum)",1,NA,NA,NA
685038,"Escherichia coli O83:H1 str. NRG 857C",7,NA,NA,NA
880447,"Mycoplasma leachii PG50",2,NA,NA,NA
289397,"Mycoplasmopsis bovis PG45",2,NA,NA,NA
768670,"Calditerrivibrio nitroreducens DSM 19672",2,NA,NA,NA
643867,"Marivirga tractuosa DSM 4126",2,NA,NA,NA
931281,"Pseudomonas putida BIRD-1",7,NA,NA,NA
658172,"Candidatus Liberibacter solanacearum CLso-ZC1",3,NA,NA,NA
709032,"Sulfuricurvum kujiense DSM 16994",3,NA,NA,NA
670487,"Oceanithermus profundus DSM 14977",2,NA,NA,NA
234831,"Pseudoalteromonas sp. SM9913",8,NA,NA,NA
566546,"Escherichia coli W",7,NA,NA,NA
718271,"Campylobacter jejuni subsp. jejuni S3",3,NA,NA,NA
903510,"Vibrio furnissii NCTC 11218",7,NA,NA,NA
869211,"Spirochaeta thermophila DSM 6578",2,NA,NA,NA
278137,"Mycolicibacterium gilvum Spyr1",2,NA,NA,NA
710696,"Intrasporangium calvum DSM 43043",2,NA,NA,NA
644966,"Thermaerobacter marianensis DSM 12885",2,NA,NA,NA
595537,"Variovorax paradoxus EPS",2,NA,NA,NA
637887,"Acetivibrio thermocellus DSM 1313",4,NA,NA,NA
907238,"Helicobacter pylori India7",2,NA,NA,NA
907240,"Helicobacter pylori Gambia94/24",2,NA,NA,NA
907237,"Helicobacter pylori Lithuania75",2,NA,NA,NA
907239,"Helicobacter pylori SouthAfrica7",2,NA,NA,NA
648996,"Thermovibrio ammonificans HB-1",3,NA,NA,NA
937773,"Staphylococcus pseudintermedius HKU10-03",6,NA,NA,NA
765698,"Mesorhizobium ciceri biovar biserrulae WSM1271",2,NA,NA,NA
743721,"Pseudoxanthomonas suwonensis 11-1",2,NA,NA,NA
859654,"Candidatus Blochmannia vafer str. BVAF",1,NA,NA,NA
943945,"Mycoplasmopsis fermentans M64",2,NA,NA,NA
693979,"Bacteroides helcogenes P 36-108",5,NA,NA,NA
749222,"Nitratifractor salsuginis DSM 16511",2,NA,NA,NA
688270,"Cellulophaga algicola DSM 14237",5,NA,NA,NA
575540,"Isosphaera pallida ATCC 43644",3,NA,NA,NA
765177,"Desulfurococcus mucosus DSM 2162",1,NA,NA,NA
709986,"Deinococcus maricopensis DSM 21211",4,NA,NA,NA
945704,"Streptococcus suis JS14",4,NA,NA,NA
914127,"Vibrio vulnificus MO6-24/O",9,NA,NA,NA
945556,"Acinetobacter baumannii D1279779",6,NA,NA,NA
547048,"Yersinia pestis biovar Medievalis str. Harbin 35",7,NA,NA,NA
936156,"Bacillus subtilis BSn5",10,NA,NA,NA
577650,"Desulfobulbus propionicus DSM 2032",2,NA,NA,NA
859194,"Mycoplasma haemofelis Ohio2",1,NA,NA,NA
743525,"Thermus scotoductus SA-01",1,NA,NA,NA
889738,"Acinetobacter baumannii MDR-TJ",6,NA,NA,NA
2703885,"Rahnella aceris",7,NA,NA,NA
696749,"Acinetobacter baumannii 1656-2",6,NA,NA,NA
909946,"Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74",7,NA,NA,NA
859199,"Salmonella enterica subsp. enterica serovar Montevideo str. 507440-20",7,NA,NA,NA
641491,"Pseudodesulfovibrio mercurii",2,NA,NA,NA
865938,"Weeksella virosa DSM 16922",5,NA,NA,NA
948563,"Staphylococcus aureus O46",4,NA,NA,NA
984892,"Staphylococcus pseudintermedius ED99",5,NA,NA,NA
767462,"Lactobacillus helveticus H10",4,NA,NA,NA
930171,"Pseudarthrobacter phenanthrenivorans Sphe3",4,NA,NA,NA
930945,"Sulfolobus islandicus REY15A",1,NA,NA,NA
930943,"Sulfolobus islandicus HVE10/4",1,NA,NA,NA
858215,"Thermoanaerobacterium xylanolyticum LX-11",5,NA,NA,NA
985053,"Vulcanisaeta moutnovskia 768-28",1,NA,NA,NA
158189,"Sphaerochaeta globosa str. Buddy",4,NA,NA,NA
709991,"Odoribacter splanchnicus DSM 20712",4,NA,NA,NA
693977,"Deinococcus proteolyticus MRP",3,NA,NA,NA
667015,"Phocaeicola salanitronis DSM 18170",6,NA,NA,NA
867900,"Cellulophaga lytica DSM 7489",4,NA,NA,NA
645991,"Syntrophobotulus glycolicus DSM 8271",4,NA,NA,NA
762903,"Pseudopedobacter saltans DSM 12145",4,NA,NA,NA
868864,"Desulfurobacterium thermolithotrophum DSM 11699",2,NA,NA,NA
871585,"Acinetobacter pittii PHEA-2",2,NA,NA,NA
935599,"Neisseria meningitidis G2136",4,NA,NA,NA
909420,"Neisseria meningitidis H44/76",4,NA,NA,NA
935591,"Neisseria meningitidis M01-240149",4,NA,NA,NA
935588,"Neisseria meningitidis M01-240355",4,NA,NA,NA
935593,"Neisseria meningitidis M04-240196",4,NA,NA,NA
935589,"Neisseria meningitidis NZ-05/33",4,NA,NA,NA
1604,"Lactobacillus amylovorus",4,NA,NA,NA
992406,"Riemerella anatipestifer RA-GD",3,NA,NA,NA
877455,"Methanobacterium lacus",2,NA,NA,NA
863638,"Clostridium acetobutylicum EA 2018",11,NA,NA,NA
331636,"Chlamydia psittaci 6BC",1,NA,NA,NA
925776,"Xanthomonas perforans 91-118",2,NA,NA,NA
994476,"Yersinia enterocolitica subsp. palearctica 105.5R(r)",7,NA,NA,NA
927701,"Mycoplasma capricolum subsp. capripneumoniae M1601",2,NA,NA,NA
1183401,"Agrobacterium fabacearum",5,NA,NA,NA
929102,"Lactococcus lactis subsp. lactis CV56",6,NA,NA,NA
941967,"Brucella melitensis M28",3,NA,NA,NA
991905,"Polymorphum gilvum SL003B-26A1",2,NA,NA,NA
717774,"Marinomonas mediterranea MMB-1",7,NA,NA,NA
703352,"Brucella melitensis M5-90",3,NA,NA,NA
659019,"Mycobacterium tuberculosis W-148",1,NA,NA,NA
866775,"Aerococcus urinae ACS-120-V-Col10a",4,NA,NA,NA
541229,"Bacillus thuringiensis serovar chinensis CT-43",13,NA,NA,NA
999630,"Thermoproteus uzoniensis 768-20",1,NA,NA,NA
767031,"Prevotella denticola F0289",4,NA,NA,NA
632516,"Caldicellulosiruptor lactoaceticus 6A",3,NA,NA,NA
887700,"Acetobacter aceti NBRC 14818",3,NA,NA,NA
743277,"Bordetella pertussis B1917",3,NA,NA,NA
743278,"Bordetella pertussis B1920",3,NA,NA,NA
695562,"Lactobacillus amylovorus GRL1118",4,NA,NA,NA
760142,"Hippea maritima DSM 10411",2,NA,NA,NA
755732,"Fluviicola taffensis DSM 16823",2,NA,NA,NA
693661,"Archaeoglobus veneficus SNP6",1,NA,NA,NA
999541,"Burkholderia gladioli BSR3",5,NA,NA,NA
994484,"Pseudomonas brassicacearum subsp. brassicacearum NFM421",5,NA,NA,NA
1002672,"Candidatus Pelagibacter sp. IMCC9063",1,NA,NA,NA
996285,"Pseudomonas stutzeri DSM 4166",4,NA,NA,NA
869209,"Treponema succinifaciens DSM 2489",4,NA,NA,NA
880072,"Desulfobacca acetoxidans DSM 11109",1,NA,NA,NA
700015,"Coriobacterium glomerans PW2",2,NA,NA,NA
869210,"Marinithermus hydrothermalis DSM 14884",3,NA,NA,NA
930782,"Listeria monocytogenes J1-220",6,NA,NA,NA
930781,"Listeria monocytogenes J1816",5,NA,NA,NA
999891,"Bacillus amyloliquefaciens TA208",6,NA,NA,NA
984129,"Francisella cf. novicida Fx1",3,NA,NA,NA
622488,"Francisella hispaniensis",3,NA,NA,NA
208596,"Carnobacterium sp. 17-4",8,NA,NA,NA
257310,"Bordetella bronchiseptica RB50",3,NA,NA,NA
257311,"Bordetella parapertussis 12822",3,NA,NA,NA
257313,"Bordetella pertussis Tohama I",3,NA,NA,NA
272947,"Rickettsia prowazekii str. Madrid E",1,NA,NA,NA
882,"Desulfovibrio vulgaris str. Hildenborough",5,NA,NA,NA
258594,"Rhodopseudomonas palustris CGA009",2,NA,NA,NA
272626,"Listeria innocua Clip11262",6,NA,NA,NA
257309,"Corynebacterium diphtheriae NCTC 13129",5,NA,NA,NA
233413,"Mycobacterium tuberculosis variant bovis AF2122/97",1,NA,NA,NA
272631,"Mycobacterium leprae TN",1,NA,NA,NA
272635,"Mycoplasmopsis pulmonis UAB CTIP",1,NA,NA,NA
273075,"Thermoplasma acidophilum DSM 1728",1,NA,NA,NA
272844,"Pyrococcus abyssi GE5",1,NA,NA,NA
83332,"Mycobacterium tuberculosis H37Rv",1,NA,NA,NA
84588,"Parasynechococcus marenigrum WH 8102",2,NA,NA,NA
220341,"Salmonella enterica subsp. enterica serovar Typhi str. CT18",7,NA,NA,NA
266264,"Cupriavidus metallidurans CH34",4,NA,NA,NA
169963,"Listeria monocytogenes EGD-e",6,NA,NA,NA
211110,"Streptococcus agalactiae NEM316",7,NA,NA,NA
218496,"Tropheryma whipplei TW08/27",1,NA,NA,NA
223926,"Vibrio parahaemolyticus RIMD 2210633",11,NA,NA,NA
243090,"Rhodopirellula baltica SH 1",1,NA,NA,NA
273121,"Wolinella succinogenes DSM 1740",3,NA,NA,NA
