"tax_id","genbank.Accession","org_name","name_class","rRNA16S_genes","tRNA_genes","genome_size","total_genes","coding_genes","isolation_source","reference","ref_type"
457405,"NZ_CP007062","Fusobacterium nucleatum subsp. animalis 7_1","scientific name",5,46,2514029,2434,2313,"biological product [envo:02000043]","NZ_CP007062","genbank_accession"
190304,"NC_003454","Fusobacterium nucleatum subsp. nucleatum ATCC 25586","scientific name",NA,NA,2174500,NA,NA," ","NC_003454","genbank_accession"
1005058,"NC_015460","Gallibacterium anatis UMN179","scientific name",6,56,2694139,2524,2397," ","NC_015460","genbank_accession"
395494,"NC_014394","Gallionella capsiferriformans ES-2","scientific name",3,50,3162471,2928,2841," ","NC_014394","genbank_accession"
83406,"NC_014366","gamma proteobacterium HdN1","scientific name",3,47,4587455,3847,3716," ","NC_014366","genbank_accession"
553190,"NC_013721","Gardnerella vaginalis 409-05","scientific name",2,45,1617545,1315,1246,"biological product [envo:02000043]","NC_013721","genbank_accession"
525284,"NC_014644","Gardnerella vaginalis ATCC 14019","scientific name",NA,NA,1667350,NA,NA," ","NC_014644","genbank_accession"
1173025,"NC_019703","Geitlerinema sp. PCC 7407","scientific name",3,46,4681111,3917,3798,"","NC_019703","genbank_accession"
379066,"NC_012489","Gemmatimonas aurantiaca T-27","scientific name",1,48,4636964,3992,3923," ","NC_012489","genbank_accession"
1379270,"NZ_CP011454","Gemmatimonas phototrophica","scientific name",2,47,4716552,3977,3885,"surface water of swan lake","NZ_CP011454","genbank_accession"
483547,"NZ_CP010311","Geoalkalibacter subterraneus","scientific name",3,52,3717645,3545,3438,"oil production brine","NZ_CP010311","genbank_accession"
129338,"NZ_CP014342","Geobacillus subterraneus","scientific name",9,88,3474426,3384,3161,"liaohe oil field","NZ_CP014342","genbank_accession"
420246,"NC_009328","Geobacillus thermodenitrificans NG80-2","scientific name",10,88,3608012,3569,3365," ","NC_009328","genbank_accession"
33941,"NZ_CP014335","Geobacillus thermoleovorans","scientific name",10,91,3499317,3521,3298,"soil near hot water effluent","NZ_CP014335","genbank_accession"
404380,"NC_011146","Geobacter bemidjiensis Bem","scientific name",4,58,4615150,4049,3921," ","NC_011146","genbank_accession"
316067,"NC_011979","Geobacter daltonii FRC-32","scientific name",2,49,4304501,3822,3717," ","NC_011979","genbank_accession"
398767,"NC_010814","Geobacter lovleyi SZ","scientific name",2,45,3994874,3684,3589," ","NC_010814","genbank_accession"
269799,"NC_007517","Geobacter metallireducens GS-15","scientific name",2,49,4011182,3607,3508," ","NC_007517","genbank_accession"
345632,"NZ_CP009788","Geobacter pickeringii","scientific name",3,51,3618700,3292,3163,"kaolin clays","NZ_CP009788","genbank_accession"
243231,"NC_002939","Geobacter sulfurreducens PCA","scientific name",NA,NA,3814128,NA,NA," ","NC_002939","genbank_accession"
351605,"NC_009483","Geobacter uraniireducens Rf4","scientific name",2,49,5136364,4490,4370," ","NC_009483","genbank_accession"
565033,"NZ_CP009552","Geoglobus acetivorans","scientific name",1,48,1860815,2212,2141,"","NZ_CP009552","genbank_accession"
113653,"NZ_CP011267","Geoglobus ahangari","scientific name",1,46,1770093,2050,1978,"marine hydrothermal vent","NZ_CP011267","genbank_accession"
1196095,"NZ_CP007445","Gilliamella apicola","scientific name",4,52,3139412,2803,2689," ","NZ_CP007445","genbank_accession"
1085623,"NC_016041","Glaciecola nitratireducens FR1064","scientific name",4,54,4134229,3516,3419," ","NC_016041","genbank_accession"
1183438,"NC_022600","Gloeobacter kilaueensis JS1","scientific name",1,49,4724791,4471,4343,"cave entrance","NC_022600","genbank_accession"
251221,"NC_005125","Gloeobacter violaceus PCC 7421","scientific name",NA,NA,4659019,NA,NA," ","NC_005125","genbank_accession"
272568,"NC_011365","Gluconacetobacter diazotrophicus PA1 5","scientific name",4,55,3914947,3596,3476," ","NC_011365","genbank_accession"
290633,"NC_006677","Gluconobacter oxydans 621H","scientific name",4,55,2922384,2781,2606," ","NC_006677","genbank_accession"
1224746,"NC_019396","Gluconobacter oxydans H24","scientific name",5,58,3816232,3536,3401," ","NC_019396","genbank_accession"
861360,"NC_014548","Glutamicibacter arilaitensis Re117","scientific name",6,64,3918192,3653,3476," ","NC_014548","genbank_accession"
526226,"NC_013441","Gordonia bronchialis DSM 43247","scientific name",2,47,5290012,4902,4574," ","NC_013441","genbank_accession"
1112204,"NC_016906","Gordonia polyisoprenivorans VH2","scientific name",3,49,5844299,5200,5049," ","NC_016906","genbank_accession"
2055,"NZ_CP016594","Gordonia terrae","scientific name",3,46,5701501,5056,4939," ","NZ_CP016594","genbank_accession"
411154,"NC_008571","Gramella forsetii KT0803","scientific name",3,44,3798465,3429,3348," ","NC_008571","genbank_accession"
391165,"NC_008343","Granulibacter bethesdensis CGDNIH1","scientific name",3,52,2708355,2458,2355," ","NC_008343","genbank_accession"
682795,"NC_016631","Granulicella mallensis MP5ACTX8","scientific name",1,47,6237577,4844,4735,"not provided; submitted under migs 2.1","NC_016631","genbank_accession"
1198114,"NC_015057","Granulicella tundricola MP5ACTX9","scientific name",1,46,5503984,4687,4542," ","NC_015057","genbank_accession"
673,"NZ_CP014056","Grimontia hollisae","scientific name",9,105,3998273,3650,3368," ","NZ_CP014056","genbank_accession"
1445510,"NZ_CP007142","Gynuella sunshinyii YC6258","scientific name",4,44,6475959,5360,5231," ","NZ_CP007142","genbank_accession"
233412,"NC_002940","Haemophilus ducreyi 35000HP","scientific name",6,48,1698955,1668,1509," ","NC_002940","genbank_accession"
71421,"NC_000907","Haemophilus influenzae Rd KW20","scientific name",NA,NA,1830138,NA,NA," ","NC_000907","genbank_accession"
557723,"NC_011852","Haemophilus parasuis SH0165","scientific name",6,56,2269156,2228,2046," ","NC_011852","genbank_accession"
228400,"NC_010519","Haemophilus somnus 2336","scientific name",5,48,2263857,2082,1968," ","NC_010519","genbank_accession"
349521,"NC_007645","Hahella chejuensis KCTC 2396","scientific name",5,67,7215267,6376,6222," ","NC_007645","genbank_accession"
795797,"NC_014297","Halalkalicoccus jeotgali B3","scientific name",1,48,3698650,3717,3636,"","NC_014297","genbank_accession"
1604004,"NZ_CP011564","Halanaeroarchaeum sulfurireducens","scientific name",1,45,2253500,2261,2174,"brine","NZ_CP011564","genbank_accession"
656519,"NC_014654","Halanaerobium hydrogeniformans","scientific name",4,57,2613117,2447,2322,"not provided; submitted under migs 2.1","NC_014654","genbank_accession"
572479,"NC_017455","Halanaerobium praevalens DSM 2228","scientific name",4,55,2309262,2167,2081,"great salt lake sediment","NC_017455","genbank_accession"
760192,"NC_015510","Haliscomenobacter hydrossis DSM 1100","scientific name",2,53,8771651,6903,6750,"activated sludge","NC_015510","genbank_accession"
634497,"NC_015948","Haloarcula hispanica ATCC 33960","scientific name",3,46,3890005,3811,3717,"","NC_015948","genbank_accession"
866895,"NC_017668","Halobacillus halophilus DSM 2266","scientific name",7,67,4170008,4064,3942," ","NC_017668","genbank_accession"
862908,"NC_016620","Halobacteriovorax marinus SJ","scientific name",2,36,3437906,3313,3249," ","NC_016620","genbank_accession"
1407499,"NZ_LN831302","Halobacterium hubeiense","scientific name",1,45,3130345,3189,3102,"","NZ_LN831302","genbank_accession"
478009,"NC_010364","Halobacterium salinarum R1","scientific name",1,45,2668776,2687,2592,"","NC_010364","genbank_accession"
751944,"NZ_CP007060","Halobacterium sp. DL1","scientific name",1,46,3162560,3237,3127,"not provided; submitted under migs 2.1","NZ_CP007060","genbank_accession"
748449,"NC_019978","Halobacteroides halobius DSM 5150","scientific name",5,77,2649255,2585,2459,"dead sea sediment","NC_019978","genbank_accession"
1579316,"NZ_CP014327","Halocynthiibacter arcticus","scientific name",3,45,4376120,4297,3950,"marine sediment","NZ_CP014327","genbank_accession"
523841,"NC_017941","Haloferax mediterranei ATCC 33500","scientific name",2,55,3904707,3800,3718,"","NC_017941","genbank_accession"
309800,"NC_013967","Haloferax volcanii DS2","scientific name",2,51,4012900,3925,3805,"","NC_013967","genbank_accession"
469382,"NC_014729","Halogeometricum borinquense DSM 11551","scientific name",2,53,3944467,3838,3745,"","NC_014729","genbank_accession"
485914,"NC_013202","Halomicrobium mukohataei DSM 12286","scientific name",3,46,3332349,3293,3207,"","NC_013202","genbank_accession"
213554,"NZ_CP007757","Halomonas campaniensis","scientific name",6,60,4074048,3671,3557," ","NZ_CP007757","genbank_accession"
1178482,"NZ_CP013106","Halomonas huangheensis","scientific name",4,63,4757486,4148,3993,"soil","NZ_CP013106","genbank_accession"
756883,"NC_015954","halophilic archaeon DL31","scientific name",2,45,3643158,3563,3385,"","NC_015954","genbank_accession"
797210,"NC_015666","Halopiger xanaduensis SH-6","scientific name",3,49,4355268,4174,4018,"sediment of lake shangmatala","NC_015666","genbank_accession"
768065,"NC_017459","Haloquadratum walsbyi C23","scientific name",2,44,3260476,2928,2789,"","NC_017459","genbank_accession"
1033806,"NC_021921","Halorhabdus tiamatea SARL4B","scientific name",1,46,3146160,3072,2983,"","NC_021921","genbank_accession"
519442,"NC_013158","Halorhabdus utahensis DSM 12940","scientific name",1,44,3116795,2969,2893,"","NC_013158","genbank_accession"
349124,"NC_008789","Halorhodospira halophila SL1","scientific name",2,46,2678452,2458,2375," ","NC_008789","genbank_accession"
416348,"NC_012029","Halorubrum lacusprofundi ATCC 49239","scientific name",3,50,3692576,3523,3384,"","NC_012029","genbank_accession"
797299,"NZ_CP007055","Halostagnicola larsenii XH-48","scientific name",2,49,4131176,3954,3800,"","NZ_CP007055","genbank_accession"
376489,"NZ_CP015243","Halotalea alkalilenta","scientific name",6,68,4387428,3934,3787,"rhizosphere","NZ_CP015243","genbank_accession"
543526,"NC_013743","Haloterrigena turkmenica DSM 5511","scientific name",3,48,5440782,5074,4911,"","NC_013743","genbank_accession"
65093,"NC_019779","Halothece sp. PCC 7418","scientific name",3,46,4179170,3883,3698," ","NC_019779","genbank_accession"
373903,"NC_011899","Halothermothrix orenii H 168","scientific name",4,56,2578146,2452,2354," ","NC_011899","genbank_accession"
555778,"NC_013422","Halothiobacillus neapolitanus c2","scientific name",2,43,2582886,2408,2294," ","NC_013422","genbank_accession"
382638,"NC_008229","Helicobacter acinonychis str. Sheeba","scientific name",2,36,1557588,1514,1361," ","NC_008229","genbank_accession"
182217,"NC_017737","Helicobacter cetorum MIT 00-7128","scientific name",2,38,1960111,1793,1700," ","NC_017737","genbank_accession"
1163745,"NC_017735","Helicobacter cetorum MIT 99-5656","scientific name",2,36,1847790,1733,1623,"stomach of wild stranded animal","NC_017735","genbank_accession"
537971,"NC_020555","Helicobacter cinaedi CCUG 18818 = ATCC BAA-847","scientific name",2,39,2240130,2302,2196," ","NC_020555","genbank_accession"
936155,"NC_014810","Helicobacter felis ATCC 49179","scientific name",2,36,1672681,1686,1613," ","NC_014810","genbank_accession"
235279,"NC_004917","Helicobacter hepaticus ATCC 51449","scientific name",1,36,1799146,1814,1742," ","NC_004917","genbank_accession"
679897,"NC_013949","Helicobacter mustelae 12198","scientific name",2,37,1578097,1512,1452," ","NC_013949","genbank_accession"
85962,"NC_000915","Helicobacter pylori 26695","scientific name",NA,NA,1667867,NA,NA," ","NC_000915","genbank_accession"
76936,"NZ_LN907858","Helicobacter typhlonius","scientific name",2,38,1920832,1906,1788," ","NZ_LN907858","genbank_accession"
498761,"NC_010337","Heliobacterium modesticaldum Ice1","scientific name",10,109,3075407,2827,2642," ","NC_010337","genbank_accession"
1262470,"NZ_CP011409","Herbaspirillum hiltneri N3","scientific name",2,49,4965474,4489,4369,"surface-sterilized wheat roots","NZ_CP011409","genbank_accession"
964,"NZ_CP011930","Herbaspirillum seropedicae","scientific name",3,58,5509723,4797,4697,"plant (maize/sorghum/rice)","NZ_CP011930","genbank_accession"
204773,"NC_009138","Herminiimonas arsenicoxydans","scientific name",2,45,3424307,3256,3167," ","NC_009138","genbank_accession"
760142,"NC_015318","Hippea maritima DSM 10411","scientific name",2,48,1694430,1782,1699," ","NC_015318","genbank_accession"
582402,"NC_012982","Hirschia baltica ATCC 49814","scientific name",2,38,3540114,3238,3173," ","NC_012982","genbank_accession"
1620421,"NZ_CP011479","Hoeflea sp. IMCC20628","scientific name",2,46,5119813,4813,4689,"coastal seawater","NZ_CP011479","genbank_accession"
443218,"NC_015560","Hoyosella subflava DQS3-9A1","scientific name",3,45,4863490,4497,4368,"crude oil-polluted soil","NC_015560","genbank_accession"
608538,"NC_013799","Hydrogenobacter thermophilus TK-6","scientific name",1,44,1743135,1927,1862," ","NC_013799","genbank_accession"
380749,"NC_011126","Hydrogenobaculum sp. Y04AAS1","scientific name",2,45,1559514,1658,1595," ","NC_011126","genbank_accession"
1842537,"NZ_CP016449","Hydrogenophaga sp. RAC07","scientific name",2,43,4674684,4374,4261,"chrysochromulina tobin phycosphere","NZ_CP016449","genbank_accession"
1356852,"NZ_CP006587","Hymenobacter sp. APR13","scientific name",4,42,5010594,4257,4122,"silkworm feces","NZ_CP006587","genbank_accession"
1385664,"NZ_CP010054","Hymenobacter sp. DG25B","scientific name",2,43,4360029,3769,3603,"soil","NZ_CP010054","genbank_accession"
1227739,"NZ_CP007143","Hymenobacter swuensis DY53","scientific name",3,43,5252070,4482,4362," ","NZ_CP007143","genbank_accession"
415426,"NC_008818","Hyperthermus butylicus DSM 5456","scientific name",1,46,1667163,1763,1681,"","NC_008818","genbank_accession"
582899,"NC_014313","Hyphomicrobium denitrificans ATCC 51888","scientific name",1,46,3638969,3518,3448," ","NC_014313","genbank_accession"
1029756,"NC_022997","Hyphomicrobium nitrativorans NL23","scientific name",1,49,3653837,3387,3244,"denitrifying biofilm treating seawater","NC_022997","genbank_accession"
717785,"NC_015717","Hyphomicrobium sp. MC1","scientific name",1,48,4757528,4584,4477," ","NC_015717","genbank_accession"
228405,"NC_008358","Hyphomonas neptunium ATCC 15444","scientific name",1,43,3705021,3518,3436," ","NC_008358","genbank_accession"
283942,"NC_006512","Idiomarina loihiensis L2TR","scientific name",4,56,2839318,2706,2631," ","NC_006512","genbank_accession"
945713,"NC_017464","Ignavibacterium album JCM 16511","scientific name",1,45,3658997,3160,3085," ","NC_017464","genbank_accession"
453591,"NC_009776","Ignicoccus hospitalis KIN4/I","scientific name",1,46,1297538,1499,1437,"","NC_009776","genbank_accession"
1313172,"NC_020520","Ilumatobacter coccineus YM16-304","scientific name",2,45,4830181,4287,4208," ","NC_020520","genbank_accession"
572544,"NC_014632","Ilyobacter polytropus DSM 2926","scientific name",8,79,3132314,3002,2864,"marine mud; marine mud","NC_014632","genbank_accession"
1297617,"NZ_CP011307","Intestinimonas butyriciproducens","scientific name",2,54,3376475,3191,3051,"stool","NZ_CP011307","genbank_accession"
710696,"NC_014830","Intrasporangium calvum DSM 43043","scientific name",2,48,4024382,3670,3529,"air in a school dining room","NC_014830","genbank_accession"
743718,"NC_015588","Isoptericola variabilis 225","scientific name",3,49,3307740,3052,2919," ","NC_015588","genbank_accession"
575540,"NC_014957","Isosphaera pallida ATCC 43644","scientific name",3,47,5529304,4005,3770,"algal mat from kah-nee-tah hot spring","NC_014957","genbank_accession"
290400,"NC_007802","Jannaschia sp. CCS1","scientific name",1,41,4404049,4344,4244," ","NC_007802","genbank_accession"
1349767,"NZ_HG322949","Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628","scientific name",1,74,5949001,5184,5011," ","NZ_HG322949","genbank_accession"
1236179,"NZ_CP014222","Janthinobacterium sp. B9-8","scientific name",10,81,4726850,4242,4083,"soil","NZ_CP014222","genbank_accession"
375286,"NC_009659","Janthinobacterium sp. Marseille","scientific name",2,46,4110251,3834,3757," ","NC_009659","genbank_accession"
1508404,"NZ_CP009416","Jeotgalibacillus malaysiensis","scientific name",9,120,4119509,4383,4187,"water and sand","NZ_CP009416","genbank_accession"
471856,"NC_013174","Jonesia denitrificans DSM 20603","scientific name",5,55,2749646,2560,2430," ","NC_013174","genbank_accession"
914150,"NZ_CP010975","Kangiella geojedonensis","scientific name",2,41,2495242,2315,2242,"seawater","NZ_CP010975","genbank_accession"
523791,"NC_013166","Kangiella koreensis DSM 16069","scientific name",2,41,2852073,2669,2601," ","NC_013166","genbank_accession"
759362,"NC_017384","Ketogulonicigenium vulgare WSH-001","scientific name",NA,NA,3277101,NA,NA," ","NC_017384","genbank_accession"
860235,"NZ_CP012752","Kibdelosporangium phytohabitans","scientific name",3,73,11759770,10578,10276,"inner tissues of medicinal plant","NZ_CP012752","genbank_accession"
