"S.NO","ID","PHYLA","CLASS","ORDER","FAMILY","GENUS","SPECIES","STRAIN","ENVIRONMENT","PLANTSPHERE","HOST PHENOTYPE","PGPT BLAST-HMM COUNT","KEGG/IMG PGPT COUNT","IMG ISOLATION SITE","IMG SAMPLE ID","GENOME SIZE","GENE COUNT","IMG PROTEIN_COUNT","IS PUBLIC","IMG SEUQNECING STATUS","NCBI TAX ID","NCBI BIOPROJECT ID","NCBI BIOSAMPLE ID","NCBI REFSEQ ID","NCBI GBK ID","NCBI ASSEMBLY ID","NCBI WGS","NCBI LINK"
"924","PAB_0000000926","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. SAI-097","Streptomyces sp. SAI-097 [RHIZ|PSYMB|PGPB]","Plants","Rhizosphere","Plant Symbiont|PGPB","not_announced","2377","Sorghum bicolor|Sorghum roots","2786546132","10419719","9610","9505","Yes","Permanent Draft","2485146","PRJNA500371","SAMN10363207","GCF_003814525.1","GCA_003814525.1","ASM381452v1","RKQH00000000.1","link"
"925","PAB_0000000927","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. Wigar10","Streptomyces sp. Wigar10","Plants","not_announced","not_announced","not_announced","1382","Allium sativum var. purple stripe|surface sterilzed garlic bulbs|Allium sativum var. purple stripe|surface sterilzed garlic bulbs","2636416124","8158726","9346","9262","Yes","Permanent Draft","1085628","PRJNA73091","SAMN02472022","GCA_000226995.2","GCA_000226995.2","ASM22699v2","AGDF00000000.1","link"
"926","PAB_0000000928","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. XY006","Streptomyces sp. XY006 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1914","Camellia sinensis cv. Tieguanyin|young leaves of a Tieguanyin tea plant|Camellia sinensis cv. Tieguanyin|young leaves of a Tieguanyin tea plant","2862500152","8251847","7473","7356","Yes","Permanent Draft","2021410","PRJNA394622","SAMN07357003","GCF_002237655.1","GCA_002237655.1","ASM223765v1","NOKT00000000.1","link"
"927","PAB_0000000929","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. Z022","Streptomyces sp. Z022 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1703","grass|grass soil","2862194119","8157885","7428","7269","Yes","Finished","1442032","PRJNA474356","SAMN10237529","GCF_003675325.1","GCA_003675325.1","ASM367532v1","not_available","link"
"928","PAB_0000000930","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. Z26","Streptomyces sp. Z26 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1429","rhizospheric soil of potato|potato|rhizospheric soil of potato","2867369537","6501581","5750","5603","Yes","Permanent Draft","2500177","PRJNA493714","SAMN10141549","GCF_003665095.1","GCA_003665095.1","ASM366509v1","RCHV00000000.1","link"
"929","PAB_0000000931","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces stelliscabiei","Streptomyces stelliscabiei DSM 41803","Plants","not_announced","not_announced","not_announced","2192","star|potato|star-like common scab lesions on potato tubers","2873412701","10497710","9435","9284","Yes","Permanent Draft","146820","PRJNA655095","SAMN15738665","GCF_014873495.1","GCA_014873495.1","ASM1487349v1","JADBGF000000000.1","link"
"930","PAB_0000000932","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces thermolilacinus","Streptomyces violaceusniger SPC6 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1417","Sand of psammophytic reed rhizosphere|reed|Sand of psammophytic reed rhizosphere","2554235005","6457341","5700","5597","Yes","Permanent Draft","1306406","PRJNA193392","SAMN02116697","GCF_000478605.2","GCA_000478605.2","ASM47860v2","ASHX00000000.2","link"
"931","PAB_0000000933","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces triticagri","Streptomyces triticagri NEAU-YY421 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1858","wheat|rhizosphere soil of wheat","2862290372","7471434","6967","6851","Yes","Permanent Draft","2293568","PRJNA484664","SAMN09767501","GCF_003429565.1","GCA_003429565.1","ASM342956v1","QUAK00000000.1","link"
"932","PAB_0000000934","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces triticirhizae","Streptomyces triticirhizae NEAU-YY642 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1583","wheat|rhizosphere soil of wheat","2862705112","6563286","6151","6052","Yes","Permanent Draft","2483353","PRJNA498151","SAMN10284813","GCF_003696235.1","GCA_003696235.1","ASM369623v1","RFFJ00000000.1","link"
"933","PAB_0000000935","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces turgidiscabies","Streptomyces turgidiscabies Car8 [PPATH]","Plants|Aquatic","not_announced","Phytopathogen","not_announced","2201","Daucus carota subsp. Sativus|diseased carrot in Japan|Daucus carota subsp. Sativus|diseased carrot in Japan","2541046981","10825282","10157","10069","Yes","Permanent Draft","698760","PRJNA42361","SAMN02436476","GCF_000331005.1","GCA_000331005.1","Sturgcar8v1.0","AEJB00000000.1","link"
"934","PAB_0000000936","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces turgidiscabies","Streptomyces turgidiscabies T45 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","2323","potato","2690315995","10564287","9403","9313","Yes","Permanent Draft","85558","PRJDB4008","SAMD00034891","GCF_001485145.1","GCA_001485145.1","ASM148514v1","BCMN00000000.1","link"
"935","PAB_0000000937","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces wadayamensis","Streptomyces wadayamensis A23","Plants","not_announced","not_announced","not_announced","1538","Citrus|Citrus plant|Citrus|Citrus plant","2765235979","7032796","6649","6575","Yes","Permanent Draft","141454","PRJNA241453","SAMN02692260","GCF_000698945.1","GCA_000698945.1","LGO_A23_AS7","JHDU00000000.1","link"
"936","PAB_0000000938","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Microbispora","Microbispora bryophytorum","Microbispora bryophytorum DSM 46710","Plants","not_announced","not_announced","not_announced","1784","moss|moss","2891475856","7853874","7418","7304","Yes","Permanent Draft","1460882","PRJNA552321","SAMN12189191","GCF_006874465.1","GCA_006874465.1","ASM687446v1","VIRL00000000.1","link"
"937","PAB_0000000939","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Microbispora","Microbispora catharanthi","Microbispora catharanthi CR1-09 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2058","Catharanthus roseus|root","2891395885","9251614","8741","8641","Yes","Permanent Draft","1712871","PRJNA546067","SAMN11950987","GCF_006334915.2","GCA_006334915.2","ASM633491v2","VDMA00000000.2","link"
"938","PAB_0000000940","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Microbispora","Microbispora fusca","Microbispora fusca NEAU-HEGS1-5","Plants","not_announced","not_announced","not_announced","1795","wheat|ear","2891516887","8152858","7290","7154","Yes","Permanent Draft","2576905","PRJNA541378","SAMN11584293","GCF_005864065.1","GCA_005864065.1","ASM586406v1","VANP00000000.1","link"
"939","PAB_0000000941","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Microbispora","Microbispora sp. CL1-1","Microbispora sp. CL1-1 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1959","Curcuma longa|rhizome tissue","2891554331","8812224","8373","8275","Yes","Permanent Draft","2720026","PRJNA613987","SAMN14423145","GCF_012034195.1","GCA_012034195.1","ASM1203419v1","JAATEK000000000.1","link"
"940","PAB_0000000942","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Microbispora","Microbispora sp. GKU 823","Microbispora sp. GKU 823 [RHIZ|PSYMB|PGPB]","Plants","Rhizosphere","Plant Symbiont|PGPB","not_announced","1939","Saccharum officinarum|sugarcane (Saccharum officinarum L.)|Saccharum officinarum (sugarcane)","2839801896","9430098","9861","9755","Yes","Permanent Draft","1652100","PRJNA374786","SAMN06335521","GCF_002027145.1","GCA_002027145.1","ASM202714v1","MWJN00000000.1","link"
"941","PAB_0000000943","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Microbispora","Microbispora sp. NRRL B-24597","Microbispora sp. NRRL B-24597 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1474","soybean|soy bean root isolates","2751185725","5740550","5417","5361","Yes","Permanent Draft","1463823","PRJNA238534","SAMN02645360","GCA_000718545.1","GCA_000718545.1","ASM71854v1","JOAF00000000.1","link"
"942","PAB_0000000944","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Microbispora","Microbispora tritici","Microbispora tritici MT50 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1769","Triticum aestivum|root|Triticum aestivum|root","2891562705","8039471","7315","7191","Yes","Permanent Draft","2604471","PRJNA560466","SAMN12586628","GCF_008085995.1","GCA_008085995.1","ASM808599v1","VSEX00000000.1","link"
"943","PAB_0000000945","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Microbispora","Microbispora triticiradicis","Microbispora triticiradicis NEAU-HRDPA2-9 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1759","wheat|root","2856741275","8096094","7462","7336","Yes","Permanent Draft","2200763","PRJNA471116","SAMN09202775","GCA_003260025.2","GCA_003260025.2","ASM326002v2","QFZU00000000.2","link"
"944","PAB_0000000946","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea angiospora","Nonomuraea angiospora DSM 43173","Plants|Soil","not_announced","not_announced","not_announced","2952","soil|Soil|Agricultural land|vine|soil, a vineyard in the Georgian","2873472684","13093168","12270","12129","Yes","Permanent Draft","46172","PRJNA653053","SAMN15740458","GCF_014873145.1","GCA_014873145.1","ASM1487314v1","JADBEK000000000.1","link"
"945","PAB_0000000947","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea endophytica","Nonomuraea endophytica DSM 45385 [PSYMB]","Plants","not_announced","Plant Symbiont","not_announced","2529","Artemisia annua|surface|Plant symbiont|Artemisia annua|surface-sterilized sample of Artemisia annua L.","2861736478","11471676","10883","10777","Yes","Permanent Draft","714136","PRJNA632303","SAMN14908393","GCF_014203235.1","GCA_014203235.1","ASM1420323v1","JACHIN000000000.1","link"
"946","PAB_0000000948","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea nitratireducens","Nonomuraea nitratireducens WYY166 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2548","Suaeda australis Moq.","2884693830","11273186","10546","10421","Yes","Finished","2656914","PRJNA577199","SAMN13021592","GCF_009497075.1","GCA_009497075.1","ASM949707v1","not_available","link"
"947","PAB_0000000949","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea phyllanthi","Nonomuraea phyllanthi PA1-10 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2520","Phyllanthus amarus|root","2895442618","11027144","10430","10304","Yes","Permanent Draft","2219224","PRJNA546067","SAMN11950984","GCF_006334985.2","GCA_006334985.2","ASM633498v2","VDLX00000000.2","link"
"948","PAB_0000000950","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea sp. FMUSA5-5","Nonomuraea sp. FMUSA5-5 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","2642","Musa sp.|Banana shoot bio-fertilizer","2895461430","12408652","11809","11701","Yes","Permanent Draft","2720023","PRJNA613987","SAMN14423140","GCF_012034275.1","GCA_012034275.1","ASM1203427v1","JAATEP000000000.1","link"
"949","PAB_0000000951","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea sp. PA05","Nonomuraea sp. PA05 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2917","Phyllanthus amarus|root|Phyllanthus amarus|root","2895427314","13147766","12270","12165","Yes","Permanent Draft","2604466","PRJNA560463","SAMN12586602","GCF_008086045.1","GCA_008086045.1","ASM808604v1","VSEY00000000.1","link"
"950","PAB_0000000952","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea wenchangensis","Nonomuraea wenchangensis CGMCC 4.5598 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","2404","rhizosphere soil of the mangrove Bruguiera sexangula|Rhizosphere|Soil|mangrove Bruguiera sexangula|rhizosphere soil of the mangrove Bruguiera sexangula","2675903060","10051191","9671","9577","Yes","Permanent Draft","568860","PRJNA329903","SAMN05421811","GCF_900111685.1","GCA_900111685.1","IMG-taxon 2675903060 annotated assembly","FOHX00000000.1","link"
"951","PAB_0000000953","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Sphaerisporangium","Sphaerisporangium siamense","Sphaerisporangium siamense DSM 45784 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1765","rhizospheric soil of rubber tree|rubber tree (Hevea brasiliensis)|rhizospheric soil of rubber tree","2873314349","8512634","7841","7725","Yes","Permanent Draft","795645","PRJNA347112","SAMN05878027","GCF_014205275.1","GCA_014205275.1","ASM1420527v1","JACHND000000000.1","link"
"952","PAB_0000000954","Actinobacteria","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Streptosporangium","Streptosporangium roseum","Streptosporangium roseum NRRL B-2638","Plants|Soil","not_announced","not_announced","not_announced","2155","rice|paddy field soil","2802429342","10104361","9425","9349","Yes","Permanent Draft","2001","PRJNA238534","SAMN02645241","GCF_000725815.1","GCA_000725815.1","Doro.v1.0","JOEP00000000.1","link"
"953","PAB_0000000955","Actinobacteria","Actinomycetia","Streptosporangiales","Thermomonosporaceae","Actinoallomurus","Actinoallomurus bryophytorum","Actinoallomurus bryophytorum DSM 102200","Plants","not_announced","not_announced","not_announced","2080","moss|moss|moss","2816332138","9466640","8851","8766","Yes","Permanent Draft","1490222","PRJNA538391","SAMN11512342","GCF_006716425.1","GCA_006716425.1","ASM671642v1","VFOZ00000000.1","link"
"954","PAB_0000000956","Actinobacteria","Actinomycetia","Streptosporangiales","Thermomonosporaceae","Actinocorallia","Actinocorallia populi","Actinocorallia populi A251","Plants","not_announced","not_announced","not_announced","1890","Populus adenopoda|Populus adenopoda","2866127916","8253623","7949","7859","Yes","Permanent Draft","2079200","PRJNA431515","SAMN08393332","GCF_002995495.1","GCA_002995495.1","ASM299549v1","PVZV00000000.1","link"
"955","PAB_0000000957","Actinobacteria","Actinomycetia","Streptosporangiales","Thermomonosporaceae","Actinomadura","Actinomadura flavalba","Actinomadura flavalba DSM 45200 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1452","Maytenus austroyunnanensis|Surface|Plants|Maytenus austroyunnanensis|Surface-sterilized leaves of Maytenus austroyunnanensis from tropical rainforest","2518645623","6169406","5741","5668","Yes","Permanent Draft","561175","PRJNA174170","SAMN02441028","GCF_000374305.1","GCA_000374305.1","ASM37430v1","ARFO00000000.1","link"
"956","PAB_0000000958","Actinobacteria","Actinomycetia","Streptosporangiales","Thermomonosporaceae","Actinomadura","Actinomadura physcomitrii","Actinomadura sp. LD22,Actinomadura physcomitrii  LD22","Plants","not_announced","not_announced","not_announced","2158","Physcomitrium sphaericum","2898562265","9999585","9541","9398","Yes","Permanent Draft","2650748","PRJNA574285","SAMN12856366","GCF_008923205.2","GCA_008923205.2","ASM892320v2","WBMS00000000.2","link"
"957","PAB_0000000959","Actinobacteria","Actinomycetia","Streptosporangiales","unclassified Streptosporangiales","Allonocardiopsis","Allonocardiopsis opalescens","Allonocardiopsis opalescens DSM 45601 [CARP]","Plants","Carposphere","not_announced","not_announced","1644","surface|Lonicera maackii (Rupr.) Maxim.|surface-sterilized red fruit of Lonicera maackii (Rupr.) Maxim.","2728369266","6972847","6377","6304","Yes","Permanent Draft","1144618","PRJNA402494","SAMN07621481","GCF_003002095.1","GCA_003002095.1","ASM300209v1","PVZC00000000.1","link"
"958","PAB_0000000960","Actinobacteria","Actinomycetia","Corynebacteriales","Tsukamurellaceae","Tsukamurella","Tsukamurella pulmonis","Tsukamurella pulmonis DSM 44990","Plants","not_announced","not_announced","not_announced","1278","not_announced","2700989556","4582187","4522","4453","Yes","Permanent Draft","47312","PRJNA311102","SAMN04457855","GCF_001575215.1","GCA_001575215.1","ASM157521v1","LSRI00000000.1","link"
"959","PAB_0000000961","Actinobacteria","Nitriliruptoria","Egibacterales","Egibacteraceae","Egibacter","Egibacter rhizosphaerae","Egibacter rhizosphaerae EGI 80759 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1210","rhizospheric soil|rhizospheric soil","2837183177","4637169","4355","4281","Yes","Finished","1670831","PRJNA515972","SAMN10780229","GCF_004322855.1","GCA_004322855.1","ASM432285v1","not_available","link"
"960","PAB_0000000962","Actinobacteria","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","Conexibacter","Conexibacter woesei","Conexibacter woesei ID131577, DSM 14684","Plants|Soil","not_announced","not_announced","not_announced","1900","Forest|Forest soil in Gerenzano Italy","646311917","6359369","6001","5950","Yes","Finished","469383","PRJNA20745","SAMN00002582","GCF_000025265.1","GCA_000025265.1","ASM2526v1","not_available","link"
"961","PAB_0000000963","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Solirubrobacter soli","Solirubrobacter soli DSM 22325","Plants|Soil","not_announced","not_announced","not_announced","1951","Soil from a ginseng field|Soil|Agricultural land|ginseng|Soil from a ginseng field","2524023148","9313965","8699","8642","Yes","Permanent Draft","1123262","PRJNA185661","SAMN02440825","GCF_000423665.1","GCA_000423665.1","ASM42366v1","AUIK00000000.1","link"
