Data source record id	NCBI tax id	BioSample	BioProject	Data source organism name	NCBI scientific name	RDP taxa	Data source lineage	NCBI taxonomic lineage	RDP taxonomic lineage	basecount	16S gene count	23S gene count	tRNA gene count	Curator	Evidence	Note	References	rrnDB version
GCF_000015585.1	349124	SAMN00623046	PRJNA224116	Halorhodospira halophila SL1	Halorhodospira halophila SL1	Halorhodospira (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Chromatiales|order; Ectothiorhodospiraceae|family; Halorhodospira|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015605.1	412022	SAMN02604032	PRJNA224116	Burkholderia mallei NCTC 10229	Burkholderia mallei NCTC 10229	Burkholderia (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Burkholderia|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015625.1	320389	SAMN02604033	PRJNA224116	Burkholderia mallei NCTC 10247	Burkholderia mallei NCTC 10247	Burkholderia (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Burkholderia|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015645.1	146891	SAMN02603921	PRJNA224116	Prochlorococcus marinus str. AS9601	Prochlorococcus marinus str. AS9601	GpIIa (genus)			Bacteria|domain; Cyanobacteria/Chloroplast|phylum; Cyanobacteria|class; Family II|family; GpIIa|genus		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015665.1	167542	SAMN02603924	PRJNA224116	Prochlorococcus marinus str. MIT 9515	Prochlorococcus marinus str. MIT 9515	GpIIa (genus)			Bacteria|domain; Cyanobacteria/Chloroplast|phylum; Cyanobacteria|class; Family II|family; GpIIa|genus		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015685.1	167555	SAMN02603287	PRJNA224116	Prochlorococcus marinus str. NATL1A	Prochlorococcus marinus str. NATL1A	GpIIa (genus)			Bacteria|domain; Cyanobacteria/Chloroplast|phylum; Cyanobacteria|class; Family II|family; GpIIa|genus		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015725.1	420662	SAMN02598264	PRJNA224116	Methylibium petroleiphilum PM1	Methylibium petroleiphilum PM1	Methylibium (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiales_incertae_sedis|family; Methylibium|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015745.1	420246	SAMN02603899	PRJNA224116	Geobacillus thermodenitrificans NG80-2	Geobacillus thermodenitrificans NG80-2	Geobacillus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Bacillales|order; Bacillaceae 1|family; Geobacillus|genus		10				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015765.1	410358	SAMN00623052	PRJNA224116	Methanocorpusculum labreanum Z	Methanocorpusculum labreanum Z	Methanocorpusculum (genus)			"Archaea|domain; ""Euryarchaeota""|phylum; ""Methanomicrobia""|class; Methanomicrobiales|order; Methanocorpusculaceae|family; Methanocorpusculum|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015785.1	326423	SAMN02603158	PRJNA224116	Bacillus velezensis FZB42	Bacillus velezensis FZB42	Bacillus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Bacillales|order; Bacillaceae 1|family; Bacillus|genus		9				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015825.1	368407	SAMN02598365	PRJNA224116	Methanoculleus marisnigri JR1	Methanoculleus marisnigri JR1	Methanoculleus (genus)			"Archaea|domain; ""Euryarchaeota""|phylum; ""Methanomicrobia""|class; Methanomicrobiales|order; Methanomicrobiaceae|family; Methanoculleus|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015845.1	325240	SAMN02598299	PRJNA224116	Shewanella baltica OS155	Shewanella baltica OS155	Shewanella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Alteromonadales|order; Shewanellaceae|family; Shewanella|genus"		10				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015865.1	203119	SAMN02598481	PRJNA224116	Ruminiclostridium thermocellum ATCC 27405	Ruminiclostridium thermocellum ATCC 27405	Clostridium III (genus)			Bacteria|domain; Firmicutes|phylum; Clostridia|class; Clostridiales|order; Ruminococcaceae|family; Clostridium III|genus		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015885.1	416269	SAMN02603665	PRJNA224116	Actinobacillus pleuropneumoniae serovar 5b str. L20	Actinobacillus pleuropneumoniae serovar 5b str. L20	Actinobacillus (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Actinobacillus|genus"		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015905.1	320373	SAMN02604035	PRJNA224116	Burkholderia pseudomallei 668	Burkholderia pseudomallei 668	Burkholderia (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Burkholderia|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015925.1	357348	SAMN02604046	PRJNA224116	Burkholderia pseudomallei 1106a	Burkholderia pseudomallei 1106a	Burkholderia (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Burkholderia|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015945.1	399550	SAMN02598390	PRJNA224116	Staphylothermus marinus F1	Staphylothermus marinus F1	Staphylothermus (genus)			"Archaea|domain; ""Crenarchaeota""|phylum; Thermoprotei|class; Desulfurococcales|order; Desulfurococcaceae|family; Staphylothermus|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015965.1	167546	SAMN02603288	PRJNA224116	Prochlorococcus marinus str. MIT 9301	Prochlorococcus marinus str. MIT 9301	GpIIa (genus)			Bacteria|domain; Cyanobacteria/Chloroplast|phylum; Cyanobacteria|class; Family II|family; GpIIa|genus		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000015985.1	349101	SAMN02598340	PRJNA224116	Rhodobacter sphaeroides ATCC 17029	Rhodobacter sphaeroides ATCC 17029	Rhodobacter (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Rhodobacterales|order; Rhodobacteraceae|family; Rhodobacter|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016005.1	164757	SAMN02598355	PRJNA224116	Mycobacterium sp. JLS	Mycobacterium sp. JLS	Mycobacterium (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Corynebacterineae|suborder; Mycobacteriaceae|family; Mycobacterium|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016045.1	423368	SAMN02604062	PRJNA224116	Salmonella enterica subsp. enterica serovar Newport str. SL254	Salmonella enterica subsp. enterica serovar Newport str. SL254	Salmonella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Salmonella|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016065.1	323850	SAMN00623064	PRJNA224116	Shewanella loihica PV-4	Shewanella loihica PV-4	Shewanella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Alteromonadales|order; Shewanellaceae|family; Shewanella|genus"		8				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016085.1	290318	SAMN02598271	PRJNA224116	Chlorobium phaeovibrioides DSM 265	Chlorobium phaeovibrioides DSM 265	Chlorobium (genus)			"Bacteria|domain; ""Chlorobi""|phylum; ""Chlorobia""|class; Chlorobiales|order; Chlorobiaceae|family; Chlorobium|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016105.1	418136	SAMN02603036	PRJNA224116	Francisella tularensis subsp. tularensis WY96-3418	Francisella tularensis subsp. tularensis WY96-3418	Francisella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Thiotrichales|order; Francisellaceae|family; Francisella|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016125.1	402880	SAMN02598397	PRJNA224116	Methanococcus maripaludis C5	Methanococcus maripaludis C5	Methanococcus (genus)			"Archaea|domain; ""Euryarchaeota""|phylum; Methanococci|class; Methanococcales|order; Methanococcaceae|family; Methanococcus|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016145.1	419947	SAMN02603128	PRJNA224116	Mycobacterium tuberculosis H37Ra	Mycobacterium tuberculosis H37Ra	Mycobacterium (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Corynebacterineae|suborder; Mycobacteriaceae|family; Mycobacterium|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016165.1	349161	SAMN02598304	PRJNA224116	Desulfotomaculum reducens MI-1	Desulfotomaculum reducens MI-1	Desulfotomaculum (genus)			Bacteria|domain; Firmicutes|phylum; Clostridia|class; Clostridiales|order; Peptococcaceae 2|family; Desulfotomaculum|genus		8				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016185.1	414684	SAMN02603908	PRJNA224116	Rhodospirillum centenum SW	Rhodospirillum centenum SW	Rhodocista (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Rhodospirillales|order; Rhodospirillaceae|family; Rhodocista|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016245.1	345073	SAMN02604040	PRJNA224116	Vibrio cholerae O395	Vibrio cholerae O395	Vibrio (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Vibrionales""|order; Vibrionaceae|family; Vibrio|genus"		8				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016265.1	311403	SAMN02602977	PRJNA224116	Agrobacterium radiobacter K84	Agrobacterium radiobacter K84	Rhizobium (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Rhizobiales|order; Rhizobiaceae|family; Rhizobium|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016285.1	311402	SAMN02602976	PRJNA224116	Agrobacterium vitis S4	Agrobacterium vitis S4	Rhizobium (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Rhizobiales|order; Rhizobiaceae|family; Rhizobium|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016305.1	272620	SAMN02603941	PRJNA224116	Klebsiella pneumoniae subsp. pneumoniae MGH 78578	Klebsiella pneumoniae subsp. pneumoniae MGH 78578	Klebsiella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Klebsiella|genus"		8				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016325.1	399742	SAMN02598394	PRJNA224116	Enterobacter sp. 638	Enterobacter sp. 638	Enterobacteriaceae (family)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016345.1	312153	SAMN02598371	PRJNA224116	Polynucleobacter asymbioticus QLW-P1DMWA-1	Polynucleobacter asymbioticus QLW-P1DMWA-1	Polynucleobacter (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Polynucleobacter|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016365.1	350054	SAMN02598346	PRJNA224116	Mycobacterium gilvum PYR-GCK	Mycobacterium gilvum PYR-GCK	Mycobacterium (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Corynebacterineae|suborder; Mycobacteriaceae|family; Mycobacterium|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016405.1	349102	SAMN02598341	PRJNA224116	Rhodobacter sphaeroides ATCC 17025	Rhodobacter sphaeroides ATCC 17025	Rhodobacter (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Rhodobacterales|order; Rhodobacteraceae|family; Rhodobacter|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016425.1	369723	SAMN02598367	PRJNA224116	Salinispora tropica CNB-440	Salinispora tropica CNB-440	Salinispora (genus)			"Bacteria|domain; ""Actinobacteria""|phylum; Actinobacteria|class; Actinobacteridae|subclass; Actinomycetales|order; Micromonosporineae|suborder; Micromonosporaceae|family; Salinispora|genus"		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016445.1	386656	SAMN02598373	PRJNA224116	Yersinia pestis Pestoides F	Yersinia pestis Pestoides F	Yersinia (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; ""Enterobacteriales""|order; Enterobacteriaceae|family; Yersinia|genus"		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016505.1	431943	SAMN02603294	PRJNA224116	Clostridium kluyveri DSM 555	Clostridium kluyveri DSM 555	Clostridium sensu stricto (genus)			Bacteria|domain; Firmicutes|phylum; Clostridia|class; Clostridiales|order; Clostridiaceae 1|family; Clostridium sensu stricto|genus		7				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016525.1	420247	SAMN02604313	PRJNA224116	Methanobrevibacter smithii ATCC 35061	Methanobrevibacter smithii ATCC 35061	Methanobrevibacter (genus)			"Archaea|domain; ""Euryarchaeota""|phylum; Methanobacteria|class; Methanobacteriales|order; Methanobacteriaceae|family; Methanobrevibacter|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016545.1	351627	SAMN00623033	PRJNA224116	Caldicellulosiruptor saccharolyticus DSM 8903	Caldicellulosiruptor saccharolyticus DSM 8903	Caldicellulosiruptor (genus)			Bacteria|domain; Firmicutes|phylum; Clostridia|class; Clostridiales|order; Clostridiales_Incertae Sedis III|family; Caldicellulosiruptor|genus		3				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016565.1	399739	SAMN02598392	PRJNA224116	Pseudomonas mendocina ymp	Pseudomonas mendocina ymp	Pseudomonas (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus"		4				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016585.1	319224	SAMN00623063	PRJNA224116	Shewanella putrefaciens CN-32	Shewanella putrefaciens CN-32	Shewanella (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Alteromonadales|order; Shewanellaceae|family; Shewanella|genus"		8				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016605.1	399549	SAMN02598389	PRJNA224116	Metallosphaera sedula DSM 5348	Metallosphaera sedula DSM 5348	Metallosphaera (genus)			"Archaea|domain; ""Crenarchaeota""|phylum; Thermoprotei|class; Sulfolobales|order; Sulfolobaceae|family; Metallosphaera|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016625.1	416276	SAMN02603147	PRJNA224116	Rickettsia massiliae MTU5	Rickettsia massiliae MTU5	Rickettsia (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Rickettsiales|order; Rickettsiaceae|family; Rickettsia|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016645.1	376686	SAMN02598357	PRJNA224116	Flavobacterium johnsoniae UW101	Flavobacterium johnsoniae UW101	Flavobacterium (genus)			"Bacteria|domain; ""Bacteroidetes""|phylum; Flavobacteriia|class; ""Flavobacteriales""|order; Flavobacteriaceae|family; Flavobacterium|genus"		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016665.1	357808	SAMN02598362	PRJNA224116	Roseiflexus sp. RS-1	Roseiflexus sp. RS-1	Roseiflexus (genus)			"Bacteria|domain; ""Chloroflexi""|phylum; Chloroflexia|class; ""Chloroflexales""|order; Chloroflexineae|suborder; Chloroflexaceae|family; Roseiflexus|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016685.1	434271	SAMN02603312	PRJNA224116	Actinobacillus pleuropneumoniae serovar 3 str. JL03	Actinobacillus pleuropneumoniae serovar 3 str. JL03	Actinobacillus (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Actinobacillus|genus"		6				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016705.1	216389	SAMN02598353	PRJNA224116	Dehalococcoides mccartyi BAV1	Dehalococcoides mccartyi BAV1	Dehalococcoides (genus)			"Bacteria|domain; ""Chloroflexi""|phylum; Dehalococcoidia|class; Dehalococcoidales|order; Dehalococcoidaceae|family; Dehalococcoides|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016725.1	349163	SAMN02598339	PRJNA224116	Acidiphilium cryptum JF-5	Acidiphilium cryptum JF-5	Acidiphilium (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Rhodospirillales|order; Acetobacteraceae|family; Acidiphilium|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016745.1	351605	SAMN02598352	PRJNA224116	Geobacter uraniireducens Rf4	Geobacter uraniireducens Rf4	Geobacter (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Deltaproteobacteria|class; Desulfuromonadales|order; Geobacteraceae|family; Geobacter|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016765.1	392499	SAMN02598383	PRJNA224116	Sphingomonas wittichii RW1	Sphingomonas wittichii RW1	Sphingomonas (genus)			"Bacteria|domain; ""Proteobacteria""|phylum; Alphaproteobacteria|class; Sphingomonadales|order; Sphingomonadaceae|family; Sphingomonas|genus"		2				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016785.1	390874	SAMN02598377	PRJNA224116	Thermotoga petrophila RKU-1	Thermotoga petrophila RKU-1	Thermotoga (genus)			"Bacteria|domain; ""Thermotogae""|phylum; Thermotogae|class; Thermotogales|order; Thermotogaceae|family; Thermotoga|genus"		1				Machine processing of NCBI genome assembly data.			"""5.4"""
GCF_000016805.1	359786	SAMN02598343	PRJNA224116	Staphylococcus aureus subsp. aureus JH9	Staphylococcus aureus subsp. aureus JH9	Staphylococcus (genus)			Bacteria|domain; Firmicutes|phylum; Bacilli|class; Bacillales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.4"""
